Vocabulary Size:  27710
Total number of model parameters: 25.08M
| epoch   1 |   500/15983 batches | lr 20.00 | ms/batch  7.21 | loss  9.48 | ppl 13040.42
| epoch   1 |  1000/15983 batches | lr 20.00 | ms/batch  6.63 | loss  6.69 | ppl   806.76
| epoch   1 |  1500/15983 batches | lr 20.00 | ms/batch  6.71 | loss  6.16 | ppl   473.64
| epoch   1 |  2000/15983 batches | lr 20.00 | ms/batch  6.66 | loss  5.85 | ppl   346.36
| epoch   1 |  2500/15983 batches | lr 20.00 | ms/batch  6.73 | loss  5.68 | ppl   292.87
| epoch   1 |  3000/15983 batches | lr 20.00 | ms/batch  6.79 | loss  5.66 | ppl   288.34
| epoch   1 |  3500/15983 batches | lr 20.00 | ms/batch  6.71 | loss  5.62 | ppl   274.77
| epoch   1 |  4000/15983 batches | lr 20.00 | ms/batch  6.60 | loss  5.59 | ppl   266.47
| epoch   1 |  4500/15983 batches | lr 20.00 | ms/batch  6.73 | loss  5.55 | ppl   257.62
| epoch   1 |  5000/15983 batches | lr 20.00 | ms/batch  6.74 | loss  5.52 | ppl   249.55
| epoch   1 |  5500/15983 batches | lr 20.00 | ms/batch  6.77 | loss  5.46 | ppl   235.83
| epoch   1 |  6000/15983 batches | lr 20.00 | ms/batch  6.76 | loss  5.46 | ppl   235.14
| epoch   1 |  6500/15983 batches | lr 20.00 | ms/batch  6.79 | loss  5.41 | ppl   223.66
| epoch   1 |  7000/15983 batches | lr 20.00 | ms/batch  6.79 | loss  5.41 | ppl   224.07
| epoch   1 |  7500/15983 batches | lr 20.00 | ms/batch  6.78 | loss  5.36 | ppl   213.01
| epoch   1 |  8000/15983 batches | lr 20.00 | ms/batch  6.79 | loss  5.42 | ppl   226.69
| epoch   1 |  8500/15983 batches | lr 20.00 | ms/batch  6.77 | loss  5.34 | ppl   209.31
| epoch   1 |  9000/15983 batches | lr 20.00 | ms/batch  6.70 | loss  5.30 | ppl   199.84
| epoch   1 |  9500/15983 batches | lr 20.00 | ms/batch  6.61 | loss  5.29 | ppl   199.07
| epoch   1 | 10000/15983 batches | lr 20.00 | ms/batch  6.60 | loss  5.28 | ppl   195.63
| epoch   1 | 10500/15983 batches | lr 20.00 | ms/batch  6.58 | loss  5.31 | ppl   202.82
| epoch   1 | 11000/15983 batches | lr 20.00 | ms/batch  6.61 | loss  5.31 | ppl   201.77
| epoch   1 | 11500/15983 batches | lr 20.00 | ms/batch  6.59 | loss  5.27 | ppl   194.85
| epoch   1 | 12000/15983 batches | lr 20.00 | ms/batch  6.62 | loss  5.26 | ppl   191.81
| epoch   1 | 12500/15983 batches | lr 20.00 | ms/batch  6.59 | loss  5.21 | ppl   183.63
| epoch   1 | 13000/15983 batches | lr 20.00 | ms/batch  6.57 | loss  5.23 | ppl   187.43
| epoch   1 | 13500/15983 batches | lr 20.00 | ms/batch  6.59 | loss  5.26 | ppl   192.76
| epoch   1 | 14000/15983 batches | lr 20.00 | ms/batch  6.61 | loss  5.28 | ppl   195.42
| epoch   1 | 14500/15983 batches | lr 20.00 | ms/batch  6.60 | loss  5.20 | ppl   181.34
| epoch   1 | 15000/15983 batches | lr 20.00 | ms/batch  6.60 | loss  5.19 | ppl   178.81
| epoch   1 | 15500/15983 batches | lr 20.00 | ms/batch  6.59 | loss  5.20 | ppl   180.94
-----------------------------------------------------------------------------------------
| end of epoch   1 | time: 107.63s | valid loss  5.35 | valid ppl   210.95
-----------------------------------------------------------------------------------------
| epoch   2 |   500/15983 batches | lr 20.00 | ms/batch  6.63 | loss  5.24 | ppl   188.76
| epoch   2 |  1000/15983 batches | lr 20.00 | ms/batch  6.60 | loss  5.24 | ppl   188.12
| epoch   2 |  1500/15983 batches | lr 20.00 | ms/batch  6.61 | loss  5.25 | ppl   189.94
| epoch   2 |  2000/15983 batches | lr 20.00 | ms/batch  6.60 | loss  5.17 | ppl   176.30
| epoch   2 |  2500/15983 batches | lr 20.00 | ms/batch  6.59 | loss  5.14 | ppl   170.57
| epoch   2 |  3000/15983 batches | lr 20.00 | ms/batch  6.58 | loss  5.18 | ppl   178.50
| epoch   2 |  3500/15983 batches | lr 20.00 | ms/batch  6.61 | loss  5.19 | ppl   179.98
| epoch   2 |  4000/15983 batches | lr 20.00 | ms/batch  6.60 | loss  5.19 | ppl   179.67
| epoch   2 |  4500/15983 batches | lr 20.00 | ms/batch  6.60 | loss  5.20 | ppl   180.51
| epoch   2 |  5000/15983 batches | lr 20.00 | ms/batch  6.58 | loss  5.20 | ppl   181.31
| epoch   2 |  5500/15983 batches | lr 20.00 | ms/batch  6.57 | loss  5.18 | ppl   177.16
| epoch   2 |  6000/15983 batches | lr 20.00 | ms/batch  6.59 | loss  5.19 | ppl   179.46
| epoch   2 |  6500/15983 batches | lr 20.00 | ms/batch  6.59 | loss  5.15 | ppl   172.26
| epoch   2 |  7000/15983 batches | lr 20.00 | ms/batch  6.61 | loss  6.32 | ppl   554.81
| epoch   2 |  7500/15983 batches | lr 20.00 | ms/batch  6.59 | loss 12.75 | ppl 345802.26
| epoch   2 |  8000/15983 batches | lr 20.00 | ms/batch  6.60 | loss 13.48 | ppl 716998.31
| epoch   2 |  8500/15983 batches | lr 20.00 | ms/batch  6.59 | loss 13.80 | ppl 981660.31
| epoch   2 |  9000/15983 batches | lr 20.00 | ms/batch  6.59 | loss 13.50 | ppl 726142.69
| epoch   2 |  9500/15983 batches | lr 20.00 | ms/batch  6.60 | loss 13.73 | ppl 918615.81
| epoch   2 | 10000/15983 batches | lr 20.00 | ms/batch  6.59 | loss 13.30 | ppl 594866.82
