Vocabulary Size:  27710
Total number of model parameters: 25.41M
| epoch   1 |   500/15983 batches | lr 20.00 | ms/batch 11.82 | loss  9.87 | ppl 19311.53
| epoch   1 |  1000/15983 batches | lr 20.00 | ms/batch  9.10 | loss  8.42 | ppl  4547.88
| epoch   1 |  1500/15983 batches | lr 20.00 | ms/batch  8.97 | loss  8.31 | ppl  4049.91
| epoch   1 |  2000/15983 batches | lr 20.00 | ms/batch  8.91 | loss  8.11 | ppl  3334.40
| epoch   1 |  2500/15983 batches | lr 20.00 | ms/batch  8.96 | loss  7.94 | ppl  2794.54
| epoch   1 |  3000/15983 batches | lr 20.00 | ms/batch  9.01 | loss  8.37 | ppl  4315.85
| epoch   1 |  3500/15983 batches | lr 20.00 | ms/batch  8.91 | loss  8.06 | ppl  3179.87
| epoch   1 |  4000/15983 batches | lr 20.00 | ms/batch  9.07 | loss  7.93 | ppl  2780.26
| epoch   1 |  4500/15983 batches | lr 20.00 | ms/batch  8.96 | loss  8.06 | ppl  3161.04
| epoch   1 |  5000/15983 batches | lr 20.00 | ms/batch  9.07 | loss  8.06 | ppl  3156.36
| epoch   1 |  5500/15983 batches | lr 20.00 | ms/batch  9.03 | loss  7.90 | ppl  2699.77
| epoch   1 |  6000/15983 batches | lr 20.00 | ms/batch  8.91 | loss  7.83 | ppl  2509.79
| epoch   1 |  6500/15983 batches | lr 20.00 | ms/batch  8.93 | loss  7.72 | ppl  2249.71
| epoch   1 |  7000/15983 batches | lr 20.00 | ms/batch  8.99 | loss  7.89 | ppl  2665.89
| epoch   1 |  7500/15983 batches | lr 20.00 | ms/batch  8.90 | loss  7.75 | ppl  2323.25
| epoch   1 |  8000/15983 batches | lr 20.00 | ms/batch  8.89 | loss  7.49 | ppl  1797.70
| epoch   1 |  8500/15983 batches | lr 20.00 | ms/batch  8.93 | loss  7.36 | ppl  1569.18
| epoch   1 |  9000/15983 batches | lr 20.00 | ms/batch  8.89 | loss  7.38 | ppl  1595.98
| epoch   1 |  9500/15983 batches | lr 20.00 | ms/batch  8.86 | loss  7.38 | ppl  1595.66
| epoch   1 | 10000/15983 batches | lr 20.00 | ms/batch  8.87 | loss  7.32 | ppl  1508.31
| epoch   1 | 10500/15983 batches | lr 20.00 | ms/batch  8.91 | loss  7.33 | ppl  1528.43
| epoch   1 | 11000/15983 batches | lr 20.00 | ms/batch  8.91 | loss  7.34 | ppl  1538.40
| epoch   1 | 11500/15983 batches | lr 20.00 | ms/batch  8.92 | loss  7.32 | ppl  1512.76
| epoch   1 | 12000/15983 batches | lr 20.00 | ms/batch  8.90 | loss  7.31 | ppl  1499.94
| epoch   1 | 12500/15983 batches | lr 20.00 | ms/batch  8.92 | loss  7.31 | ppl  1494.35
| epoch   1 | 13000/15983 batches | lr 20.00 | ms/batch  8.89 | loss  7.25 | ppl  1411.65
| epoch   1 | 13500/15983 batches | lr 20.00 | ms/batch  8.93 | loss  7.31 | ppl  1498.60
| epoch   1 | 14000/15983 batches | lr 20.00 | ms/batch  8.85 | loss  7.30 | ppl  1474.96
| epoch   1 | 14500/15983 batches | lr 20.00 | ms/batch  8.90 | loss  7.22 | ppl  1364.37
| epoch   1 | 15000/15983 batches | lr 20.00 | ms/batch  8.90 | loss  7.24 | ppl  1390.43
| epoch   1 | 15500/15983 batches | lr 20.00 | ms/batch  8.99 | loss  7.26 | ppl  1426.77
-----------------------------------------------------------------------------------------
| end of epoch   1 | time: 145.94s | valid loss  7.26 | valid ppl  1417.15
-----------------------------------------------------------------------------------------
| epoch   2 |   500/15983 batches | lr 20.00 | ms/batch  9.04 | loss  7.32 | ppl  1516.36
| epoch   2 |  1000/15983 batches | lr 20.00 | ms/batch  9.01 | loss  7.31 | ppl  1499.68
| epoch   2 |  1500/15983 batches | lr 20.00 | ms/batch  9.10 | loss  7.35 | ppl  1553.05
| epoch   2 |  2000/15983 batches | lr 20.00 | ms/batch  8.98 | loss  7.28 | ppl  1457.89
| epoch   2 |  2500/15983 batches | lr 20.00 | ms/batch  8.90 | loss  7.19 | ppl  1325.79
| epoch   2 |  3000/15983 batches | lr 20.00 | ms/batch  8.94 | loss  7.36 | ppl  1566.93
| epoch   2 |  3500/15983 batches | lr 20.00 | ms/batch  9.09 | loss  7.30 | ppl  1485.03
| epoch   2 |  4000/15983 batches | lr 20.00 | ms/batch  8.95 | loss  7.28 | ppl  1450.99
| epoch   2 |  4500/15983 batches | lr 20.00 | ms/batch  8.89 | loss  7.29 | ppl  1461.38
| epoch   2 |  5000/15983 batches | lr 20.00 | ms/batch  8.94 | loss  7.40 | ppl  1642.02
| epoch   2 |  5500/15983 batches | lr 20.00 | ms/batch  8.93 | loss  7.34 | ppl  1545.75
| epoch   2 |  6000/15983 batches | lr 20.00 | ms/batch  8.90 | loss  7.33 | ppl  1526.56
| epoch   2 |  6500/15983 batches | lr 20.00 | ms/batch  9.03 | loss  7.29 | ppl  1460.87
| epoch   2 |  7000/15983 batches | lr 20.00 | ms/batch  8.92 | loss  7.39 | ppl  1614.31
| epoch   2 |  7500/15983 batches | lr 20.00 | ms/batch  9.10 | loss  7.29 | ppl  1466.77
| epoch   2 |  8000/15983 batches | lr 20.00 | ms/batch  8.89 | loss  7.36 | ppl  1566.74
| epoch   2 |  8500/15983 batches | lr 20.00 | ms/batch  8.92 | loss  7.30 | ppl  1477.01
| epoch   2 |  9000/15983 batches | lr 20.00 | ms/batch  8.94 | loss  7.30 | ppl  1473.14
| epoch   2 |  9500/15983 batches | lr 20.00 | ms/batch  8.86 | loss  7.27 | ppl  1441.16
| epoch   2 | 10000/15983 batches | lr 20.00 | ms/batch  9.03 | loss  7.28 | ppl  1448.96
| epoch   2 | 10500/15983 batches | lr 20.00 | ms/batch  8.90 | loss  7.30 | ppl  1482.47
| epoch   2 | 11000/15983 batches | lr 20.00 | ms/batch  8.92 | loss  7.34 | ppl  1540.89
| epoch   2 | 11500/15983 batches | lr 20.00 | ms/batch  8.89 | loss  7.34 | ppl  1546.73
| epoch   2 | 12000/15983 batches | lr 20.00 | ms/batch  8.91 | loss  7.18 | ppl  1309.58
| epoch   2 | 12500/15983 batches | lr 20.00 | ms/batch  8.91 | loss  7.31 | ppl  1490.15
| epoch   2 | 13000/15983 batches | lr 20.00 | ms/batch  8.94 | loss  7.31 | ppl  1497.64
| epoch   2 | 13500/15983 batches | lr 20.00 | ms/batch  8.89 | loss  7.29 | ppl  1468.78
| epoch   2 | 14000/15983 batches | lr 20.00 | ms/batch  9.00 | loss  7.26 | ppl  1423.59
| epoch   2 | 14500/15983 batches | lr 20.00 | ms/batch  8.91 | loss  7.22 | ppl  1367.53
| epoch   2 | 15000/15983 batches | lr 20.00 | ms/batch  8.92 | loss  7.22 | ppl  1370.86
| epoch   2 | 15500/15983 batches | lr 20.00 | ms/batch  8.95 | loss  7.27 | ppl  1434.42
-----------------------------------------------------------------------------------------
| end of epoch   2 | time: 145.10s | valid loss  6.74 | valid ppl   842.97
-----------------------------------------------------------------------------------------
| epoch   3 |   500/15983 batches | lr 20.00 | ms/batch  8.95 | loss  7.34 | ppl  1533.39
| epoch   3 |  1000/15983 batches | lr 20.00 | ms/batch  8.91 | loss  7.36 | ppl  1574.62
| epoch   3 |  1500/15983 batches | lr 20.00 | ms/batch  8.94 | loss  7.37 | ppl  1580.31
| epoch   3 |  2000/15983 batches | lr 20.00 | ms/batch  8.92 | loss  7.37 | ppl  1580.85
| epoch   3 |  2500/15983 batches | lr 20.00 | ms/batch  9.00 | loss  7.24 | ppl  1390.52
| epoch   3 |  3000/15983 batches | lr 20.00 | ms/batch  9.00 | loss  7.28 | ppl  1455.87
| epoch   3 |  3500/15983 batches | lr 20.00 | ms/batch  9.00 | loss  7.27 | ppl  1436.46
| epoch   3 |  4000/15983 batches | lr 20.00 | ms/batch  8.84 | loss  7.33 | ppl  1519.26
| epoch   3 |  4500/15983 batches | lr 20.00 | ms/batch  8.90 | loss  7.32 | ppl  1510.46
| epoch   3 |  5000/15983 batches | lr 20.00 | ms/batch  9.00 | loss  7.40 | ppl  1641.69
| epoch   3 |  5500/15983 batches | lr 20.00 | ms/batch  8.95 | loss  7.33 | ppl  1529.42
| epoch   3 |  6000/15983 batches | lr 20.00 | ms/batch  8.89 | loss  7.27 | ppl  1435.33
| epoch   3 |  6500/15983 batches | lr 20.00 | ms/batch  8.97 | loss  7.30 | ppl  1487.68
| epoch   3 |  7000/15983 batches | lr 20.00 | ms/batch  8.96 | loss  7.30 | ppl  1474.60
| epoch   3 |  7500/15983 batches | lr 20.00 | ms/batch  8.93 | loss  7.25 | ppl  1409.24
| epoch   3 |  8000/15983 batches | lr 20.00 | ms/batch  8.92 | loss  7.36 | ppl  1576.72
| epoch   3 |  8500/15983 batches | lr 20.00 | ms/batch  9.02 | loss  7.28 | ppl  1443.91
| epoch   3 |  9000/15983 batches | lr 20.00 | ms/batch  8.90 | loss  7.23 | ppl  1375.90
| epoch   3 |  9500/15983 batches | lr 20.00 | ms/batch  8.87 | loss  7.32 | ppl  1509.74
| epoch   3 | 10000/15983 batches | lr 20.00 | ms/batch  8.92 | loss  7.22 | ppl  1368.35
| epoch   3 | 10500/15983 batches | lr 20.00 | ms/batch  9.14 | loss  7.29 | ppl  1468.87
| epoch   3 | 11000/15983 batches | lr 20.00 | ms/batch  8.87 | loss  7.28 | ppl  1445.19
| epoch   3 | 11500/15983 batches | lr 20.00 | ms/batch  8.95 | loss  7.23 | ppl  1383.30
| epoch   3 | 12000/15983 batches | lr 20.00 | ms/batch  8.94 | loss  7.20 | ppl  1333.03
| epoch   3 | 12500/15983 batches | lr 20.00 | ms/batch  8.93 | loss  7.27 | ppl  1432.85
| epoch   3 | 13000/15983 batches | lr 20.00 | ms/batch  8.97 | loss  7.25 | ppl  1412.50
| epoch   3 | 13500/15983 batches | lr 20.00 | ms/batch  8.92 | loss  7.23 | ppl  1375.33
| epoch   3 | 14000/15983 batches | lr 20.00 | ms/batch  8.90 | loss  7.29 | ppl  1464.52
| epoch   3 | 14500/15983 batches | lr 20.00 | ms/batch  8.88 | loss  7.18 | ppl  1309.87
| epoch   3 | 15000/15983 batches | lr 20.00 | ms/batch  8.92 | loss  7.19 | ppl  1320.76
| epoch   3 | 15500/15983 batches | lr 20.00 | ms/batch  8.90 | loss  7.22 | ppl  1361.56
-----------------------------------------------------------------------------------------
| end of epoch   3 | time: 143.80s | valid loss  6.86 | valid ppl   950.30
-----------------------------------------------------------------------------------------
| epoch   4 |   500/15983 batches | lr 5.00 | ms/batch  8.95 | loss  6.58 | ppl   722.43
| epoch   4 |  1000/15983 batches | lr 5.00 | ms/batch  9.01 | loss  6.59 | ppl   728.48
| epoch   4 |  1500/15983 batches | lr 5.00 | ms/batch  8.85 | loss  6.63 | ppl   754.57
| epoch   4 |  2000/15983 batches | lr 5.00 | ms/batch  8.94 | loss  6.55 | ppl   697.15
| epoch   4 |  2500/15983 batches | lr 5.00 | ms/batch  8.92 | loss  6.49 | ppl   655.39
| epoch   4 |  3000/15983 batches | lr 5.00 | ms/batch  8.95 | loss  6.57 | ppl   710.42
| epoch   4 |  3500/15983 batches | lr 5.00 | ms/batch  8.94 | loss  6.58 | ppl   721.02
| epoch   4 |  4000/15983 batches | lr 5.00 | ms/batch  9.03 | loss  6.62 | ppl   746.65
| epoch   4 |  4500/15983 batches | lr 5.00 | ms/batch  9.02 | loss  6.63 | ppl   755.39
| epoch   4 |  5000/15983 batches | lr 5.00 | ms/batch  8.93 | loss  6.63 | ppl   758.96
| epoch   4 |  5500/15983 batches | lr 5.00 | ms/batch  8.99 | loss  6.60 | ppl   736.28
| epoch   4 |  6000/15983 batches | lr 5.00 | ms/batch  8.94 | loss  6.61 | ppl   741.28
| epoch   4 |  6500/15983 batches | lr 5.00 | ms/batch  8.96 | loss  6.56 | ppl   708.22
| epoch   4 |  7000/15983 batches | lr 5.00 | ms/batch  8.93 | loss  6.59 | ppl   724.38
| epoch   4 |  7500/15983 batches | lr 5.00 | ms/batch  8.90 | loss  6.56 | ppl   708.33
| epoch   4 |  8000/15983 batches | lr 5.00 | ms/batch  8.95 | loss  6.61 | ppl   744.10
| epoch   4 |  8500/15983 batches | lr 5.00 | ms/batch  8.95 | loss  6.56 | ppl   706.21
| epoch   4 |  9000/15983 batches | lr 5.00 | ms/batch  8.99 | loss  6.53 | ppl   682.50
| epoch   4 |  9500/15983 batches | lr 5.00 | ms/batch  8.95 | loss  6.55 | ppl   697.96
| epoch   4 | 10000/15983 batches | lr 5.00 | ms/batch  8.88 | loss  6.56 | ppl   709.55
| epoch   4 | 10500/15983 batches | lr 5.00 | ms/batch  8.94 | loss  6.57 | ppl   716.31
| epoch   4 | 11000/15983 batches | lr 5.00 | ms/batch  8.94 | loss  6.56 | ppl   703.96
| epoch   4 | 11500/15983 batches | lr 5.00 | ms/batch  8.86 | loss  6.55 | ppl   702.45
| epoch   4 | 12000/15983 batches | lr 5.00 | ms/batch  8.96 | loss  6.53 | ppl   682.84
| epoch   4 | 12500/15983 batches | lr 5.00 | ms/batch  8.91 | loss  6.50 | ppl   666.28
| epoch   4 | 13000/15983 batches | lr 5.00 | ms/batch  8.86 | loss  6.54 | ppl   689.64
| epoch   4 | 13500/15983 batches | lr 5.00 | ms/batch  9.00 | loss  6.56 | ppl   707.22
| epoch   4 | 14000/15983 batches | lr 5.00 | ms/batch  8.94 | loss  6.58 | ppl   722.27
| epoch   4 | 14500/15983 batches | lr 5.00 | ms/batch  9.06 | loss  6.49 | ppl   660.50
| epoch   4 | 15000/15983 batches | lr 5.00 | ms/batch  8.96 | loss  6.48 | ppl   651.25
| epoch   4 | 15500/15983 batches | lr 5.00 | ms/batch  9.02 | loss  6.51 | ppl   672.62
-----------------------------------------------------------------------------------------
| end of epoch   4 | time: 144.13s | valid loss  6.62 | valid ppl   749.31
-----------------------------------------------------------------------------------------
| epoch   5 |   500/15983 batches | lr 5.00 | ms/batch  9.04 | loss  6.56 | ppl   709.31
| epoch   5 |  1000/15983 batches | lr 5.00 | ms/batch  8.90 | loss  6.58 | ppl   717.32
| epoch   5 |  1500/15983 batches | lr 5.00 | ms/batch  8.93 | loss  6.61 | ppl   740.91
| epoch   5 |  2000/15983 batches | lr 5.00 | ms/batch  8.95 | loss  6.53 | ppl   687.33
| epoch   5 |  2500/15983 batches | lr 5.00 | ms/batch  8.95 | loss  6.47 | ppl   648.46
| epoch   5 |  3000/15983 batches | lr 5.00 | ms/batch  8.97 | loss  6.55 | ppl   702.10
| epoch   5 |  3500/15983 batches | lr 5.00 | ms/batch  8.88 | loss  6.57 | ppl   711.57
| epoch   5 |  4000/15983 batches | lr 5.00 | ms/batch  8.89 | loss  6.60 | ppl   733.13
| epoch   5 |  4500/15983 batches | lr 5.00 | ms/batch  9.02 | loss  6.61 | ppl   743.73
| epoch   5 |  5000/15983 batches | lr 5.00 | ms/batch  8.87 | loss  6.62 | ppl   746.91
| epoch   5 |  5500/15983 batches | lr 5.00 | ms/batch  8.91 | loss  6.59 | ppl   724.93
| epoch   5 |  6000/15983 batches | lr 5.00 | ms/batch  8.86 | loss  6.59 | ppl   730.21
| epoch   5 |  6500/15983 batches | lr 5.00 | ms/batch  8.93 | loss  6.55 | ppl   699.82
| epoch   5 |  7000/15983 batches | lr 5.00 | ms/batch  8.90 | loss  6.57 | ppl   714.13
| epoch   5 |  7500/15983 batches | lr 5.00 | ms/batch  8.92 | loss  6.55 | ppl   700.06
| epoch   5 |  8000/15983 batches | lr 5.00 | ms/batch  9.15 | loss  6.60 | ppl   735.14
| epoch   5 |  8500/15983 batches | lr 5.00 | ms/batch  8.99 | loss  6.55 | ppl   696.07
| epoch   5 |  9000/15983 batches | lr 5.00 | ms/batch  8.88 | loss  6.51 | ppl   674.29
| epoch   5 |  9500/15983 batches | lr 5.00 | ms/batch  8.92 | loss  6.54 | ppl   690.51
| epoch   5 | 10000/15983 batches | lr 5.00 | ms/batch  8.88 | loss  6.55 | ppl   701.54
| epoch   5 | 10500/15983 batches | lr 5.00 | ms/batch  8.90 | loss  6.56 | ppl   707.89
| epoch   5 | 11000/15983 batches | lr 5.00 | ms/batch  8.92 | loss  6.54 | ppl   694.76
| epoch   5 | 11500/15983 batches | lr 5.00 | ms/batch  8.96 | loss  6.54 | ppl   694.53
| epoch   5 | 12000/15983 batches | lr 5.00 | ms/batch  8.89 | loss  6.52 | ppl   675.52
| epoch   5 | 12500/15983 batches | lr 5.00 | ms/batch  8.90 | loss  6.49 | ppl   659.82
| epoch   5 | 13000/15983 batches | lr 5.00 | ms/batch  8.99 | loss  6.53 | ppl   682.28
| epoch   5 | 13500/15983 batches | lr 5.00 | ms/batch  8.90 | loss  6.55 | ppl   698.61
| epoch   5 | 14000/15983 batches | lr 5.00 | ms/batch  8.95 | loss  6.57 | ppl   714.00
| epoch   5 | 14500/15983 batches | lr 5.00 | ms/batch  8.88 | loss  6.48 | ppl   654.44
| epoch   5 | 15000/15983 batches | lr 5.00 | ms/batch  8.94 | loss  6.47 | ppl   645.46
| epoch   5 | 15500/15983 batches | lr 5.00 | ms/batch  9.19 | loss  6.50 | ppl   665.27
-----------------------------------------------------------------------------------------
| end of epoch   5 | time: 143.92s | valid loss  6.63 | valid ppl   756.82
-----------------------------------------------------------------------------------------
| epoch   6 |   500/15983 batches | lr 1.25 | ms/batch  9.24 | loss  6.54 | ppl   694.02
| epoch   6 |  1000/15983 batches | lr 1.25 | ms/batch  8.93 | loss  6.55 | ppl   701.26
| epoch   6 |  1500/15983 batches | lr 1.25 | ms/batch  9.04 | loss  6.58 | ppl   721.69
| epoch   6 |  2000/15983 batches | lr 1.25 | ms/batch  8.93 | loss  6.51 | ppl   672.72
| epoch   6 |  2500/15983 batches | lr 1.25 | ms/batch  8.84 | loss  6.46 | ppl   638.70
| epoch   6 |  3000/15983 batches | lr 1.25 | ms/batch  8.96 | loss  6.53 | ppl   688.72
| epoch   6 |  3500/15983 batches | lr 1.25 | ms/batch  8.85 | loss  6.55 | ppl   698.29
| epoch   6 |  4000/15983 batches | lr 1.25 | ms/batch  8.82 | loss  6.58 | ppl   719.59
| epoch   6 |  4500/15983 batches | lr 1.25 | ms/batch  8.95 | loss  6.59 | ppl   729.53
| epoch   6 |  5000/15983 batches | lr 1.25 | ms/batch  9.03 | loss  6.59 | ppl   730.91
| epoch   6 |  5500/15983 batches | lr 1.25 | ms/batch  8.83 | loss  6.56 | ppl   709.56
| epoch   6 |  6000/15983 batches | lr 1.25 | ms/batch  8.84 | loss  6.57 | ppl   712.90
| epoch   6 |  6500/15983 batches | lr 1.25 | ms/batch  8.83 | loss  6.53 | ppl   687.40
| epoch   6 |  7000/15983 batches | lr 1.25 | ms/batch  8.85 | loss  6.55 | ppl   699.18
| epoch   6 |  7500/15983 batches | lr 1.25 | ms/batch  8.98 | loss  6.53 | ppl   684.93
| epoch   6 |  8000/15983 batches | lr 1.25 | ms/batch  9.07 | loss  6.58 | ppl   718.93
| epoch   6 |  8500/15983 batches | lr 1.25 | ms/batch  8.95 | loss  6.52 | ppl   681.42
| epoch   6 |  9000/15983 batches | lr 1.25 | ms/batch  8.90 | loss  6.49 | ppl   661.82
| epoch   6 |  9500/15983 batches | lr 1.25 | ms/batch  8.84 | loss  6.52 | ppl   677.81
| epoch   6 | 10000/15983 batches | lr 1.25 | ms/batch  8.88 | loss  6.54 | ppl   688.86
| epoch   6 | 10500/15983 batches | lr 1.25 | ms/batch  8.84 | loss  6.55 | ppl   695.92
| epoch   6 | 11000/15983 batches | lr 1.25 | ms/batch  8.99 | loss  6.52 | ppl   680.19
| epoch   6 | 11500/15983 batches | lr 1.25 | ms/batch  8.83 | loss  6.52 | ppl   681.62
| epoch   6 | 12000/15983 batches | lr 1.25 | ms/batch  8.83 | loss  6.50 | ppl   663.16
| epoch   6 | 12500/15983 batches | lr 1.25 | ms/batch  8.87 | loss  6.47 | ppl   648.31
| epoch   6 | 13000/15983 batches | lr 1.25 | ms/batch  8.97 | loss  6.51 | ppl   669.01
| epoch   6 | 13500/15983 batches | lr 1.25 | ms/batch  8.88 | loss  6.53 | ppl   684.16
| epoch   6 | 14000/15983 batches | lr 1.25 | ms/batch  8.81 | loss  6.55 | ppl   701.16
| epoch   6 | 14500/15983 batches | lr 1.25 | ms/batch  8.88 | loss  6.47 | ppl   644.88
| epoch   6 | 15000/15983 batches | lr 1.25 | ms/batch  8.96 | loss  6.45 | ppl   635.41
| epoch   6 | 15500/15983 batches | lr 1.25 | ms/batch  8.84 | loss  6.48 | ppl   653.58
-----------------------------------------------------------------------------------------
| end of epoch   6 | time: 143.34s | valid loss  6.61 | valid ppl   743.13
-----------------------------------------------------------------------------------------
=========================================================================================
| End of training | test loss  6.65 | test ppl   770.62
=========================================================================================
