Vocabulary Size:  27710
Total number of model parameters: 11.92M
| epoch   1 |   500/15983 batches | lr 20.00 | ms/batch  9.96 | loss  9.21 | ppl 10042.99
| epoch   1 |  1000/15983 batches | lr 20.00 | ms/batch  7.18 | loss  8.38 | ppl  4354.19
| epoch   1 |  1500/15983 batches | lr 20.00 | ms/batch  6.70 | loss  8.27 | ppl  3892.78
| epoch   1 |  2000/15983 batches | lr 20.00 | ms/batch  6.67 | loss  8.55 | ppl  5149.57
| epoch   1 |  2500/15983 batches | lr 20.00 | ms/batch  6.54 | loss  7.91 | ppl  2734.66
| epoch   1 |  3000/15983 batches | lr 20.00 | ms/batch  6.74 | loss  7.81 | ppl  2470.84
| epoch   1 |  3500/15983 batches | lr 20.00 | ms/batch  6.51 | loss  7.78 | ppl  2394.41
| epoch   1 |  4000/15983 batches | lr 20.00 | ms/batch  6.56 | loss  7.83 | ppl  2511.97
| epoch   1 |  4500/15983 batches | lr 20.00 | ms/batch  6.60 | loss  8.08 | ppl  3244.16
| epoch   1 |  5000/15983 batches | lr 20.00 | ms/batch  6.53 | loss  7.92 | ppl  2755.84
| epoch   1 |  5500/15983 batches | lr 20.00 | ms/batch  6.54 | loss  7.82 | ppl  2497.05
| epoch   1 |  6000/15983 batches | lr 20.00 | ms/batch  6.78 | loss  7.69 | ppl  2192.08
| epoch   1 |  6500/15983 batches | lr 20.00 | ms/batch  6.68 | loss  7.70 | ppl  2212.60
| epoch   1 |  7000/15983 batches | lr 20.00 | ms/batch  6.50 | loss  7.75 | ppl  2318.50
| epoch   1 |  7500/15983 batches | lr 20.00 | ms/batch  6.78 | loss  7.79 | ppl  2404.34
| epoch   1 |  8000/15983 batches | lr 20.00 | ms/batch  6.57 | loss  7.87 | ppl  2618.63
| epoch   1 |  8500/15983 batches | lr 20.00 | ms/batch  6.64 | loss  7.82 | ppl  2492.15
| epoch   1 |  9000/15983 batches | lr 20.00 | ms/batch  6.83 | loss  7.53 | ppl  1859.87
| epoch   1 |  9500/15983 batches | lr 20.00 | ms/batch  6.57 | loss  7.34 | ppl  1536.55
| epoch   1 | 10000/15983 batches | lr 20.00 | ms/batch  6.87 | loss  7.41 | ppl  1653.89
| epoch   1 | 10500/15983 batches | lr 20.00 | ms/batch  6.63 | loss  7.31 | ppl  1491.16
