Vocabulary Size:  27710
Total number of model parameters: 26.05M
| epoch   1 |   500/15983 batches | lr 20.00 | ms/batch 12.19 | loss  9.84 | ppl 18830.27
| epoch   1 |  1000/15983 batches | lr 20.00 | ms/batch  9.15 | loss  8.47 | ppl  4790.75
| epoch   1 |  1500/15983 batches | lr 20.00 | ms/batch  9.02 | loss  8.23 | ppl  3759.65
| epoch   1 |  2000/15983 batches | lr 20.00 | ms/batch  9.05 | loss  8.22 | ppl  3715.08
| epoch   1 |  2500/15983 batches | lr 20.00 | ms/batch  9.05 | loss  8.04 | ppl  3111.59
| epoch   1 |  3000/15983 batches | lr 20.00 | ms/batch  9.06 | loss  8.40 | ppl  4465.33
| epoch   1 |  3500/15983 batches | lr 20.00 | ms/batch  9.10 | loss  8.09 | ppl  3263.24
| epoch   1 |  4000/15983 batches | lr 20.00 | ms/batch  9.11 | loss  8.13 | ppl  3388.17
| epoch   1 |  4500/15983 batches | lr 20.00 | ms/batch  9.09 | loss  8.13 | ppl  3381.67
| epoch   1 |  5000/15983 batches | lr 20.00 | ms/batch  9.05 | loss  8.12 | ppl  3354.53
| epoch   1 |  5500/15983 batches | lr 20.00 | ms/batch  9.05 | loss  8.09 | ppl  3274.73
| epoch   1 |  6000/15983 batches | lr 20.00 | ms/batch  9.08 | loss  8.03 | ppl  3056.71
| epoch   1 |  6500/15983 batches | lr 20.00 | ms/batch  8.98 | loss  7.93 | ppl  2771.12
| epoch   1 |  7000/15983 batches | lr 20.00 | ms/batch  8.98 | loss  8.07 | ppl  3189.22
| epoch   1 |  7500/15983 batches | lr 20.00 | ms/batch  9.11 | loss  7.89 | ppl  2663.35
| epoch   1 |  8000/15983 batches | lr 20.00 | ms/batch  9.00 | loss  7.77 | ppl  2359.72
| epoch   1 |  8500/15983 batches | lr 20.00 | ms/batch  9.07 | loss  7.71 | ppl  2219.79
| epoch   1 |  9000/15983 batches | lr 20.00 | ms/batch  9.09 | loss  7.69 | ppl  2177.03
| epoch   1 |  9500/15983 batches | lr 20.00 | ms/batch  9.11 | loss  7.65 | ppl  2109.75
| epoch   1 | 10000/15983 batches | lr 20.00 | ms/batch  9.05 | loss  7.50 | ppl  1812.94
| epoch   1 | 10500/15983 batches | lr 20.00 | ms/batch  9.05 | loss  7.33 | ppl  1530.90
| epoch   1 | 11000/15983 batches | lr 20.00 | ms/batch  9.00 | loss  7.36 | ppl  1567.07
| epoch   1 | 11500/15983 batches | lr 20.00 | ms/batch  9.21 | loss  7.43 | ppl  1684.80
