Vocabulary Size:  27710
Total number of model parameters: 9.25M
| epoch   1 |   500/15983 batches | lr 20.00 | ms/batch  5.74 | loss 17.33 | ppl 33700793.93
| epoch   1 |  1000/15983 batches | lr 20.00 | ms/batch  5.20 | loss 18.09 | ppl 71517186.88
| epoch   1 |  1500/15983 batches | lr 20.00 | ms/batch  5.24 | loss 17.96 | ppl 63023908.93
| epoch   1 |  2000/15983 batches | lr 20.00 | ms/batch  5.26 | loss 18.06 | ppl 69989040.54
| epoch   1 |  2500/15983 batches | lr 20.00 | ms/batch  5.22 | loss 17.85 | ppl 56259215.31
| epoch   1 |  3000/15983 batches | lr 20.00 | ms/batch  5.07 | loss 18.27 | ppl 86147668.04
| epoch   1 |  3500/15983 batches | lr 20.00 | ms/batch  4.99 | loss 17.82 | ppl 55052057.89
| epoch   1 |  4000/15983 batches | lr 20.00 | ms/batch  5.03 | loss 18.02 | ppl 67081028.23
| epoch   1 |  4500/15983 batches | lr 20.00 | ms/batch  5.05 | loss 17.87 | ppl 57554373.03
| epoch   1 |  5000/15983 batches | lr 20.00 | ms/batch  5.02 | loss 18.14 | ppl 75753301.11
| epoch   1 |  5500/15983 batches | lr 20.00 | ms/batch  5.04 | loss 18.54 | ppl 112371524.13
| epoch   1 |  6000/15983 batches | lr 20.00 | ms/batch  5.01 | loss 18.43 | ppl 101039504.01
| epoch   1 |  6500/15983 batches | lr 20.00 | ms/batch  5.02 | loss 18.34 | ppl 92564271.46
| epoch   1 |  7000/15983 batches | lr 20.00 | ms/batch  5.02 | loss 18.52 | ppl 110462748.85
| epoch   1 |  7500/15983 batches | lr 20.00 | ms/batch  5.04 | loss 18.89 | ppl 160140974.34
| epoch   1 |  8000/15983 batches | lr 20.00 | ms/batch  4.99 | loss 18.91 | ppl 162985449.17
| epoch   1 |  8500/15983 batches | lr 20.00 | ms/batch  5.07 | loss 18.72 | ppl 135508124.80
| epoch   1 |  9000/15983 batches | lr 20.00 | ms/batch  5.04 | loss 19.12 | ppl 201129822.70
| epoch   1 |  9500/15983 batches | lr 20.00 | ms/batch  5.00 | loss 18.73 | ppl 136159832.49
