Vocabulary Size:  27710
Total number of model parameters: 14.88M
| epoch   1 |   500/15983 batches | lr 20.00 | ms/batch  5.51 | loss  8.06 | ppl  3159.22
| epoch   1 |  1000/15983 batches | lr 20.00 | ms/batch  5.04 | loss  6.33 | ppl   558.78
| epoch   1 |  1500/15983 batches | lr 20.00 | ms/batch  5.07 | loss  5.97 | ppl   389.99
| epoch   1 |  2000/15983 batches | lr 20.00 | ms/batch  5.12 | loss  5.74 | ppl   310.34
| epoch   1 |  2500/15983 batches | lr 20.00 | ms/batch  5.13 | loss  5.59 | ppl   268.42
| epoch   1 |  3000/15983 batches | lr 20.00 | ms/batch  5.03 | loss  5.59 | ppl   268.92
| epoch   1 |  3500/15983 batches | lr 20.00 | ms/batch  5.01 | loss  5.56 | ppl   260.00
| epoch   1 |  4000/15983 batches | lr 20.00 | ms/batch  5.03 | loss  5.54 | ppl   254.45
| epoch   1 |  4500/15983 batches | lr 20.00 | ms/batch  5.12 | loss  5.51 | ppl   247.47
| epoch   1 |  5000/15983 batches | lr 20.00 | ms/batch  5.10 | loss  5.49 | ppl   241.19
| epoch   1 |  5500/15983 batches | lr 20.00 | ms/batch  5.11 | loss  5.43 | ppl   229.09
| epoch   1 |  6000/15983 batches | lr 20.00 | ms/batch  5.05 | loss  5.44 | ppl   229.95
| epoch   1 |  6500/15983 batches | lr 20.00 | ms/batch  5.06 | loss  5.39 | ppl   218.83
| epoch   1 |  7000/15983 batches | lr 20.00 | ms/batch  5.01 | loss  5.40 | ppl   221.07
| epoch   1 |  7500/15983 batches | lr 20.00 | ms/batch  5.05 | loss  5.35 | ppl   211.30
| epoch   1 |  8000/15983 batches | lr 20.00 | ms/batch  5.08 | loss  5.42 | ppl   225.97
| epoch   1 |  8500/15983 batches | lr 20.00 | ms/batch  5.03 | loss  5.34 | ppl   209.32
| epoch   1 |  9000/15983 batches | lr 20.00 | ms/batch  5.04 | loss  5.30 | ppl   200.41
| epoch   1 |  9500/15983 batches | lr 20.00 | ms/batch  5.03 | loss  5.30 | ppl   201.11
| epoch   1 | 10000/15983 batches | lr 20.00 | ms/batch  5.05 | loss  5.30 | ppl   199.58
| epoch   1 | 10500/15983 batches | lr 20.00 | ms/batch  5.03 | loss  5.33 | ppl   206.97
| epoch   1 | 11000/15983 batches | lr 20.00 | ms/batch  4.99 | loss  5.32 | ppl   204.97
| epoch   1 | 11500/15983 batches | lr 20.00 | ms/batch  5.00 | loss  5.30 | ppl   200.04
| epoch   1 | 12000/15983 batches | lr 20.00 | ms/batch  5.00 | loss  5.28 | ppl   197.32
| epoch   1 | 12500/15983 batches | lr 20.00 | ms/batch  5.00 | loss  5.24 | ppl   188.72
| epoch   1 | 13000/15983 batches | lr 20.00 | ms/batch  5.00 | loss  5.26 | ppl   193.42
| epoch   1 | 13500/15983 batches | lr 20.00 | ms/batch  5.01 | loss  5.29 | ppl   198.85
| epoch   1 | 14000/15983 batches | lr 20.00 | ms/batch  5.05 | loss  5.31 | ppl   202.34
| epoch   1 | 14500/15983 batches | lr 20.00 | ms/batch  5.05 | loss  5.24 | ppl   189.27
| epoch   1 | 15000/15983 batches | lr 20.00 | ms/batch  5.02 | loss  5.23 | ppl   186.84
| epoch   1 | 15500/15983 batches | lr 20.00 | ms/batch  5.02 | loss  5.25 | ppl   190.11
-----------------------------------------------------------------------------------------
