Vocabulary Size:  27710
Total number of model parameters: 12.08M
| epoch   1 |   500/15983 batches | lr 20.00 | ms/batch  7.69 | loss  9.22 | ppl 10105.87
| epoch   1 |  1000/15983 batches | lr 20.00 | ms/batch  5.78 | loss  8.45 | ppl  4692.37
| epoch   1 |  1500/15983 batches | lr 20.00 | ms/batch  5.68 | loss  8.41 | ppl  4492.35
| epoch   1 |  2000/15983 batches | lr 20.00 | ms/batch  5.63 | loss  8.25 | ppl  3833.78
| epoch   1 |  2500/15983 batches | lr 20.00 | ms/batch  5.76 | loss  8.14 | ppl  3434.63
| epoch   1 |  3000/15983 batches | lr 20.00 | ms/batch  5.63 | loss  8.05 | ppl  3140.66
| epoch   1 |  3500/15983 batches | lr 20.00 | ms/batch  5.59 | loss  8.19 | ppl  3619.25
| epoch   1 |  4000/15983 batches | lr 20.00 | ms/batch  5.62 | loss  7.78 | ppl  2390.19
| epoch   1 |  4500/15983 batches | lr 20.00 | ms/batch  5.62 | loss  7.69 | ppl  2181.70
| epoch   1 |  5000/15983 batches | lr 20.00 | ms/batch  5.62 | loss  7.53 | ppl  1867.91
| epoch   1 |  5500/15983 batches | lr 20.00 | ms/batch  5.60 | loss  7.47 | ppl  1747.52
| epoch   1 |  6000/15983 batches | lr 20.00 | ms/batch  5.61 | loss  7.41 | ppl  1644.36
| epoch   1 |  6500/15983 batches | lr 20.00 | ms/batch  5.61 | loss  7.41 | ppl  1644.73
| epoch   1 |  7000/15983 batches | lr 20.00 | ms/batch  5.59 | loss  7.40 | ppl  1637.29
| epoch   1 |  7500/15983 batches | lr 20.00 | ms/batch  5.60 | loss  7.39 | ppl  1616.43
| epoch   1 |  8000/15983 batches | lr 20.00 | ms/batch  5.55 | loss  7.40 | ppl  1629.88
| epoch   1 |  8500/15983 batches | lr 20.00 | ms/batch  5.61 | loss  7.37 | ppl  1588.97
| epoch   1 |  9000/15983 batches | lr 20.00 | ms/batch  5.60 | loss  7.36 | ppl  1566.97
| epoch   1 |  9500/15983 batches | lr 20.00 | ms/batch  5.57 | loss  7.39 | ppl  1623.00
| epoch   1 | 10000/15983 batches | lr 20.00 | ms/batch  5.62 | loss  7.33 | ppl  1525.95
| epoch   1 | 10500/15983 batches | lr 20.00 | ms/batch  5.56 | loss  7.36 | ppl  1564.23
| epoch   1 | 11000/15983 batches | lr 20.00 | ms/batch  5.56 | loss  7.36 | ppl  1577.30
| epoch   1 | 11500/15983 batches | lr 20.00 | ms/batch  5.58 | loss  7.29 | ppl  1471.34
| epoch   1 | 12000/15983 batches | lr 20.00 | ms/batch  5.66 | loss  7.24 | ppl  1392.49
| epoch   1 | 12500/15983 batches | lr 20.00 | ms/batch  5.61 | loss  7.27 | ppl  1438.48
| epoch   1 | 13000/15983 batches | lr 20.00 | ms/batch  5.60 | loss  7.30 | ppl  1485.44
| epoch   1 | 13500/15983 batches | lr 20.00 | ms/batch  5.60 | loss  7.30 | ppl  1479.07
| epoch   1 | 14000/15983 batches | lr 20.00 | ms/batch  5.60 | loss  7.35 | ppl  1556.23
| epoch   1 | 14500/15983 batches | lr 20.00 | ms/batch  5.63 | loss  7.23 | ppl  1382.20
| epoch   1 | 15000/15983 batches | lr 20.00 | ms/batch  5.58 | loss  7.24 | ppl  1397.06
| epoch   1 | 15500/15983 batches | lr 20.00 | ms/batch  5.61 | loss  7.31 | ppl  1494.65
-----------------------------------------------------------------------------------------
| end of epoch   1 | time: 91.50s | valid loss  6.74 | valid ppl   841.68
-----------------------------------------------------------------------------------------
| epoch   2 |   500/15983 batches | lr 20.00 | ms/batch  5.61 | loss  7.38 | ppl  1606.45
| epoch   2 |  1000/15983 batches | lr 20.00 | ms/batch  5.58 | loss  7.40 | ppl  1642.38
| epoch   2 |  1500/15983 batches | lr 20.00 | ms/batch  5.60 | loss  7.37 | ppl  1591.95
| epoch   2 |  2000/15983 batches | lr 20.00 | ms/batch  5.61 | loss  7.39 | ppl  1623.93
| epoch   2 |  2500/15983 batches | lr 20.00 | ms/batch  5.57 | loss  7.25 | ppl  1411.54
| epoch   2 |  3000/15983 batches | lr 20.00 | ms/batch  5.60 | loss  7.40 | ppl  1636.90
| epoch   2 |  3500/15983 batches | lr 20.00 | ms/batch  5.54 | loss  7.28 | ppl  1448.40
| epoch   2 |  4000/15983 batches | lr 20.00 | ms/batch  5.57 | loss  7.37 | ppl  1586.06
| epoch   2 |  4500/15983 batches | lr 20.00 | ms/batch  5.57 | loss  7.36 | ppl  1575.72
| epoch   2 |  5000/15983 batches | lr 20.00 | ms/batch  5.59 | loss  7.42 | ppl  1677.04
| epoch   2 |  5500/15983 batches | lr 20.00 | ms/batch  5.57 | loss  7.42 | ppl  1661.63
| epoch   2 |  6000/15983 batches | lr 20.00 | ms/batch  5.58 | loss  7.39 | ppl  1620.16
| epoch   2 |  6500/15983 batches | lr 20.00 | ms/batch  5.60 | loss  7.30 | ppl  1473.85
| epoch   2 |  7000/15983 batches | lr 20.00 | ms/batch  5.58 | loss  7.34 | ppl  1544.58
| epoch   2 |  7500/15983 batches | lr 20.00 | ms/batch  5.60 | loss  7.34 | ppl  1543.55
| epoch   2 |  8000/15983 batches | lr 20.00 | ms/batch  5.67 | loss  7.43 | ppl  1691.70
| epoch   2 |  8500/15983 batches | lr 20.00 | ms/batch  5.66 | loss  7.39 | ppl  1616.38
| epoch   2 |  9000/15983 batches | lr 20.00 | ms/batch  5.64 | loss  7.34 | ppl  1547.91
| epoch   2 |  9500/15983 batches | lr 20.00 | ms/batch  5.80 | loss  7.36 | ppl  1576.14
| epoch   2 | 10000/15983 batches | lr 20.00 | ms/batch  5.73 | loss  7.28 | ppl  1444.56
| epoch   2 | 10500/15983 batches | lr 20.00 | ms/batch  5.67 | loss  7.28 | ppl  1456.17
| epoch   2 | 11000/15983 batches | lr 20.00 | ms/batch  5.62 | loss  7.30 | ppl  1481.64
| epoch   2 | 11500/15983 batches | lr 20.00 | ms/batch  5.84 | loss  7.35 | ppl  1563.24
| epoch   2 | 12000/15983 batches | lr 20.00 | ms/batch  5.90 | loss  7.22 | ppl  1368.63
| epoch   2 | 12500/15983 batches | lr 20.00 | ms/batch  5.83 | loss  7.27 | ppl  1434.12
| epoch   2 | 13000/15983 batches | lr 20.00 | ms/batch  5.83 | loss  7.30 | ppl  1482.10
| epoch   2 | 13500/15983 batches | lr 20.00 | ms/batch  5.84 | loss  7.29 | ppl  1462.28
| epoch   2 | 14000/15983 batches | lr 20.00 | ms/batch  5.66 | loss  7.33 | ppl  1522.54
| epoch   2 | 14500/15983 batches | lr 20.00 | ms/batch  5.57 | loss  7.23 | ppl  1381.36
| epoch   2 | 15000/15983 batches | lr 20.00 | ms/batch  5.61 | loss  7.28 | ppl  1446.96
