Vocabulary Size:  27710
Total number of model parameters: 5.69M
| epoch   1 |   500/15983 batches | lr 20.00 | ms/batch  5.90 | loss  9.26 | ppl 10530.17
| epoch   1 |  1000/15983 batches | lr 20.00 | ms/batch  4.12 | loss  8.49 | ppl  4886.68
| epoch   1 |  1500/15983 batches | lr 20.00 | ms/batch  4.12 | loss  8.37 | ppl  4295.39
| epoch   1 |  2000/15983 batches | lr 20.00 | ms/batch  4.21 | loss  8.43 | ppl  4599.48
| epoch   1 |  2500/15983 batches | lr 20.00 | ms/batch  4.26 | loss  7.97 | ppl  2899.79
| epoch   1 |  3000/15983 batches | lr 20.00 | ms/batch  4.11 | loss  7.80 | ppl  2450.06
| epoch   1 |  3500/15983 batches | lr 20.00 | ms/batch  4.20 | loss  8.00 | ppl  2985.97
| epoch   1 |  4000/15983 batches | lr 20.00 | ms/batch  4.09 | loss  7.71 | ppl  2233.99
| epoch   1 |  4500/15983 batches | lr 20.00 | ms/batch  4.10 | loss  7.59 | ppl  1972.56
| epoch   1 |  5000/15983 batches | lr 20.00 | ms/batch  4.25 | loss  7.61 | ppl  2024.66
| epoch   1 |  5500/15983 batches | lr 20.00 | ms/batch  4.09 | loss  7.43 | ppl  1679.79
| epoch   1 |  6000/15983 batches | lr 20.00 | ms/batch  4.14 | loss  7.50 | ppl  1802.39
| epoch   1 |  6500/15983 batches | lr 20.00 | ms/batch  4.07 | loss  7.38 | ppl  1598.03
| epoch   1 |  7000/15983 batches | lr 20.00 | ms/batch  4.10 | loss  7.40 | ppl  1633.39
| epoch   1 |  7500/15983 batches | lr 20.00 | ms/batch  4.14 | loss  7.43 | ppl  1681.59
| epoch   1 |  8000/15983 batches | lr 20.00 | ms/batch  4.14 | loss  7.46 | ppl  1743.80
| epoch   1 |  8500/15983 batches | lr 20.00 | ms/batch  4.14 | loss  7.40 | ppl  1632.86
| epoch   1 |  9000/15983 batches | lr 20.00 | ms/batch  4.14 | loss  7.36 | ppl  1574.49
| epoch   1 |  9500/15983 batches | lr 20.00 | ms/batch  4.04 | loss  7.31 | ppl  1492.34
| epoch   1 | 10000/15983 batches | lr 20.00 | ms/batch  4.07 | loss  7.35 | ppl  1551.21
| epoch   1 | 10500/15983 batches | lr 20.00 | ms/batch  4.10 | loss  7.34 | ppl  1548.42
| epoch   1 | 11000/15983 batches | lr 20.00 | ms/batch  4.13 | loss  7.37 | ppl  1591.60
| epoch   1 | 11500/15983 batches | lr 20.00 | ms/batch  4.43 | loss  7.35 | ppl  1562.82
| epoch   1 | 12000/15983 batches | lr 20.00 | ms/batch  4.57 | loss  7.30 | ppl  1478.03
| epoch   1 | 12500/15983 batches | lr 20.00 | ms/batch  4.55 | loss  7.30 | ppl  1484.90
| epoch   1 | 13000/15983 batches | lr 20.00 | ms/batch  4.36 | loss  7.33 | ppl  1531.60
| epoch   1 | 13500/15983 batches | lr 20.00 | ms/batch  4.11 | loss  7.36 | ppl  1577.25
| epoch   1 | 14000/15983 batches | lr 20.00 | ms/batch  4.12 | loss  7.25 | ppl  1401.15
| epoch   1 | 14500/15983 batches | lr 20.00 | ms/batch  4.12 | loss  7.28 | ppl  1447.49
| epoch   1 | 15000/15983 batches | lr 20.00 | ms/batch  4.11 | loss  7.30 | ppl  1486.16
| epoch   1 | 15500/15983 batches | lr 20.00 | ms/batch  4.07 | loss  7.30 | ppl  1479.09
-----------------------------------------------------------------------------------------
| end of epoch   1 | time: 68.14s | valid loss  7.01 | valid ppl  1104.33
-----------------------------------------------------------------------------------------
| epoch   2 |   500/15983 batches | lr 20.00 | ms/batch  4.06 | loss  7.33 | ppl  1525.50
| epoch   2 |  1000/15983 batches | lr 20.00 | ms/batch  4.14 | loss  7.41 | ppl  1646.48
| epoch   2 |  1500/15983 batches | lr 20.00 | ms/batch  4.17 | loss  7.39 | ppl  1615.05
| epoch   2 |  2000/15983 batches | lr 20.00 | ms/batch  4.11 | loss  7.31 | ppl  1493.19
| epoch   2 |  2500/15983 batches | lr 20.00 | ms/batch  4.17 | loss  7.34 | ppl  1538.46
| epoch   2 |  3000/15983 batches | lr 20.00 | ms/batch  4.17 | loss  7.40 | ppl  1643.68
| epoch   2 |  3500/15983 batches | lr 20.00 | ms/batch  4.13 | loss  7.37 | ppl  1586.83
| epoch   2 |  4000/15983 batches | lr 20.00 | ms/batch  4.12 | loss  7.37 | ppl  1587.42
| epoch   2 |  4500/15983 batches | lr 20.00 | ms/batch  4.12 | loss  7.39 | ppl  1622.23
| epoch   2 |  5000/15983 batches | lr 20.00 | ms/batch  4.08 | loss  7.41 | ppl  1653.80
| epoch   2 |  5500/15983 batches | lr 20.00 | ms/batch  4.14 | loss  7.33 | ppl  1520.24
| epoch   2 |  6000/15983 batches | lr 20.00 | ms/batch  4.09 | loss  7.36 | ppl  1570.65
| epoch   2 |  6500/15983 batches | lr 20.00 | ms/batch  4.09 | loss  7.36 | ppl  1578.08
| epoch   2 |  7000/15983 batches | lr 20.00 | ms/batch  4.12 | loss  7.45 | ppl  1714.13
| epoch   2 |  7500/15983 batches | lr 20.00 | ms/batch  4.11 | loss  7.40 | ppl  1643.68
| epoch   2 |  8000/15983 batches | lr 20.00 | ms/batch  4.12 | loss  7.49 | ppl  1789.87
| epoch   2 |  8500/15983 batches | lr 20.00 | ms/batch  4.13 | loss  7.37 | ppl  1592.11
| epoch   2 |  9000/15983 batches | lr 20.00 | ms/batch  4.19 | loss  7.34 | ppl  1542.35
| epoch   2 |  9500/15983 batches | lr 20.00 | ms/batch  4.16 | loss  7.34 | ppl  1539.62
| epoch   2 | 10000/15983 batches | lr 20.00 | ms/batch  4.08 | loss  7.37 | ppl  1588.70
| epoch   2 | 10500/15983 batches | lr 20.00 | ms/batch  4.09 | loss  7.36 | ppl  1575.08
| epoch   2 | 11000/15983 batches | lr 20.00 | ms/batch  4.12 | loss  7.35 | ppl  1555.84
| epoch   2 | 11500/15983 batches | lr 20.00 | ms/batch  4.09 | loss  7.35 | ppl  1558.11
| epoch   2 | 12000/15983 batches | lr 20.00 | ms/batch  4.09 | loss  7.29 | ppl  1470.03
| epoch   2 | 12500/15983 batches | lr 20.00 | ms/batch  4.10 | loss  7.31 | ppl  1499.37
| epoch   2 | 13000/15983 batches | lr 20.00 | ms/batch  4.08 | loss  7.32 | ppl  1514.82
| epoch   2 | 13500/15983 batches | lr 20.00 | ms/batch  4.09 | loss  7.27 | ppl  1434.19
| epoch   2 | 14000/15983 batches | lr 20.00 | ms/batch  4.10 | loss  7.37 | ppl  1583.29
| epoch   2 | 14500/15983 batches | lr 20.00 | ms/batch  4.12 | loss  7.33 | ppl  1525.11
| epoch   2 | 15000/15983 batches | lr 20.00 | ms/batch  4.12 | loss  7.31 | ppl  1499.66
| epoch   2 | 15500/15983 batches | lr 20.00 | ms/batch  4.10 | loss  7.28 | ppl  1445.54
-----------------------------------------------------------------------------------------
| end of epoch   2 | time: 66.42s | valid loss  6.88 | valid ppl   969.77
-----------------------------------------------------------------------------------------
| epoch   3 |   500/15983 batches | lr 20.00 | ms/batch  4.12 | loss  7.40 | ppl  1641.65
| epoch   3 |  1000/15983 batches | lr 20.00 | ms/batch  4.13 | loss  7.37 | ppl  1585.57
| epoch   3 |  1500/15983 batches | lr 20.00 | ms/batch  4.13 | loss  7.39 | ppl  1619.67
| epoch   3 |  2000/15983 batches | lr 20.00 | ms/batch  4.13 | loss  7.35 | ppl  1555.72
| epoch   3 |  2500/15983 batches | lr 20.00 | ms/batch  4.12 | loss  7.31 | ppl  1502.67
| epoch   3 |  3000/15983 batches | lr 20.00 | ms/batch  4.14 | loss  7.38 | ppl  1605.71
| epoch   3 |  3500/15983 batches | lr 20.00 | ms/batch  4.19 | loss  7.29 | ppl  1469.25
| epoch   3 |  4000/15983 batches | lr 20.00 | ms/batch  4.11 | loss  7.30 | ppl  1473.70
| epoch   3 |  4500/15983 batches | lr 20.00 | ms/batch  4.07 | loss  7.38 | ppl  1602.39
| epoch   3 |  5000/15983 batches | lr 20.00 | ms/batch  4.12 | loss  7.41 | ppl  1652.92
| epoch   3 |  5500/15983 batches | lr 20.00 | ms/batch  4.08 | loss  7.33 | ppl  1526.80
| epoch   3 |  6000/15983 batches | lr 20.00 | ms/batch  4.10 | loss  7.32 | ppl  1505.65
| epoch   3 |  6500/15983 batches | lr 20.00 | ms/batch  4.13 | loss  7.36 | ppl  1578.77
| epoch   3 |  7000/15983 batches | lr 20.00 | ms/batch  4.14 | loss  7.39 | ppl  1612.18
| epoch   3 |  7500/15983 batches | lr 20.00 | ms/batch  4.11 | loss  7.40 | ppl  1634.44
| epoch   3 |  8000/15983 batches | lr 20.00 | ms/batch  4.05 | loss  7.46 | ppl  1742.65
| epoch   3 |  8500/15983 batches | lr 20.00 | ms/batch  4.09 | loss  7.37 | ppl  1587.59
| epoch   3 |  9000/15983 batches | lr 20.00 | ms/batch  4.09 | loss  7.33 | ppl  1528.63
| epoch   3 |  9500/15983 batches | lr 20.00 | ms/batch  4.10 | loss  7.28 | ppl  1452.78
| epoch   3 | 10000/15983 batches | lr 20.00 | ms/batch  4.14 | loss  7.30 | ppl  1483.97
| epoch   3 | 10500/15983 batches | lr 20.00 | ms/batch  4.11 | loss  7.35 | ppl  1549.38
| epoch   3 | 11000/15983 batches | lr 20.00 | ms/batch  4.18 | loss  7.32 | ppl  1508.59
| epoch   3 | 11500/15983 batches | lr 20.00 | ms/batch  4.13 | loss  7.33 | ppl  1529.42
| epoch   3 | 12000/15983 batches | lr 20.00 | ms/batch  4.16 | loss  7.25 | ppl  1413.03
| epoch   3 | 12500/15983 batches | lr 20.00 | ms/batch  4.13 | loss  7.33 | ppl  1529.03
| epoch   3 | 13000/15983 batches | lr 20.00 | ms/batch  4.18 | loss  7.34 | ppl  1537.97
| epoch   3 | 13500/15983 batches | lr 20.00 | ms/batch  4.19 | loss  7.30 | ppl  1479.51
| epoch   3 | 14000/15983 batches | lr 20.00 | ms/batch  4.12 | loss  7.30 | ppl  1483.79
