Vocabulary Size:  27710
Total number of model parameters: 5.81M
| epoch   1 |   500/15983 batches | lr 20.00 | ms/batch  5.81 | loss  9.20 | ppl  9860.40
| epoch   1 |  1000/15983 batches | lr 20.00 | ms/batch  4.15 | loss  8.52 | ppl  5025.06
| epoch   1 |  1500/15983 batches | lr 20.00 | ms/batch  4.19 | loss  8.32 | ppl  4090.30
| epoch   1 |  2000/15983 batches | lr 20.00 | ms/batch  4.15 | loss  8.18 | ppl  3573.32
| epoch   1 |  2500/15983 batches | lr 20.00 | ms/batch  4.10 | loss  8.34 | ppl  4196.45
| epoch   1 |  3000/15983 batches | lr 20.00 | ms/batch  4.14 | loss  8.16 | ppl  3500.90
| epoch   1 |  3500/15983 batches | lr 20.00 | ms/batch  4.09 | loss  7.88 | ppl  2650.29
| epoch   1 |  4000/15983 batches | lr 20.00 | ms/batch  4.12 | loss  7.78 | ppl  2388.64
| epoch   1 |  4500/15983 batches | lr 20.00 | ms/batch  4.11 | loss  8.10 | ppl  3293.09
| epoch   1 |  5000/15983 batches | lr 20.00 | ms/batch  4.09 | loss  8.28 | ppl  3931.40
| epoch   1 |  5500/15983 batches | lr 20.00 | ms/batch  4.13 | loss  8.03 | ppl  3078.59
| epoch   1 |  6000/15983 batches | lr 20.00 | ms/batch  4.09 | loss  8.02 | ppl  3028.76
| epoch   1 |  6500/15983 batches | lr 20.00 | ms/batch  4.14 | loss  7.72 | ppl  2254.61
| epoch   1 |  7000/15983 batches | lr 20.00 | ms/batch  4.12 | loss  7.57 | ppl  1932.13
| epoch   1 |  7500/15983 batches | lr 20.00 | ms/batch  4.10 | loss  7.46 | ppl  1737.45
| epoch   1 |  8000/15983 batches | lr 20.00 | ms/batch  4.11 | loss  7.48 | ppl  1779.42
| epoch   1 |  8500/15983 batches | lr 20.00 | ms/batch  4.08 | loss  7.44 | ppl  1704.72
| epoch   1 |  9000/15983 batches | lr 20.00 | ms/batch  4.11 | loss  7.49 | ppl  1797.67
| epoch   1 |  9500/15983 batches | lr 20.00 | ms/batch  4.12 | loss  7.40 | ppl  1635.38
| epoch   1 | 10000/15983 batches | lr 20.00 | ms/batch  4.14 | loss  7.37 | ppl  1582.62
| epoch   1 | 10500/15983 batches | lr 20.00 | ms/batch  4.15 | loss  7.29 | ppl  1459.69
| epoch   1 | 11000/15983 batches | lr 20.00 | ms/batch  4.07 | loss  7.35 | ppl  1555.73
| epoch   1 | 11500/15983 batches | lr 20.00 | ms/batch  4.08 | loss  7.36 | ppl  1573.95
| epoch   1 | 12000/15983 batches | lr 20.00 | ms/batch  4.12 | loss  7.27 | ppl  1433.75
| epoch   1 | 12500/15983 batches | lr 20.00 | ms/batch  4.13 | loss  7.27 | ppl  1437.41
| epoch   1 | 13000/15983 batches | lr 20.00 | ms/batch  4.07 | loss  7.38 | ppl  1599.22
| epoch   1 | 13500/15983 batches | lr 20.00 | ms/batch  4.09 | loss  7.34 | ppl  1548.08
| epoch   1 | 14000/15983 batches | lr 20.00 | ms/batch  4.20 | loss  7.39 | ppl  1614.69
| epoch   1 | 14500/15983 batches | lr 20.00 | ms/batch  4.30 | loss  7.27 | ppl  1438.78
| epoch   1 | 15000/15983 batches | lr 20.00 | ms/batch  4.17 | loss  7.28 | ppl  1455.48
| epoch   1 | 15500/15983 batches | lr 20.00 | ms/batch  4.17 | loss  7.24 | ppl  1399.20
-----------------------------------------------------------------------------------------
| end of epoch   1 | time: 67.41s | valid loss  6.92 | valid ppl  1014.94
-----------------------------------------------------------------------------------------
| epoch   2 |   500/15983 batches | lr 20.00 | ms/batch  4.20 | loss  7.42 | ppl  1673.60
| epoch   2 |  1000/15983 batches | lr 20.00 | ms/batch  4.09 | loss  7.41 | ppl  1655.54
| epoch   2 |  1500/15983 batches | lr 20.00 | ms/batch  4.07 | loss  7.34 | ppl  1545.03
| epoch   2 |  2000/15983 batches | lr 20.00 | ms/batch  4.18 | loss  7.37 | ppl  1589.75
| epoch   2 |  2500/15983 batches | lr 20.00 | ms/batch  4.16 | loss  7.32 | ppl  1504.69
| epoch   2 |  3000/15983 batches | lr 20.00 | ms/batch  4.17 | loss  7.38 | ppl  1599.85
| epoch   2 |  3500/15983 batches | lr 20.00 | ms/batch  4.12 | loss  7.37 | ppl  1580.03
| epoch   2 |  4000/15983 batches | lr 20.00 | ms/batch  4.11 | loss  7.31 | ppl  1499.53
| epoch   2 |  4500/15983 batches | lr 20.00 | ms/batch  4.17 | loss  7.37 | ppl  1590.05
| epoch   2 |  5000/15983 batches | lr 20.00 | ms/batch  4.14 | loss  7.44 | ppl  1709.55
| epoch   2 |  5500/15983 batches | lr 20.00 | ms/batch  4.12 | loss  7.35 | ppl  1551.03
