Vocabulary Size:  27710
Total number of model parameters: 5.63M
| epoch   1 |   500/15983 batches | lr 20.00 | ms/batch  3.02 | loss 10.04 | ppl 22922.15
| epoch   1 |  1000/15983 batches | lr 20.00 | ms/batch  2.28 | loss  9.95 | ppl 20936.34
| epoch   1 |  1500/15983 batches | lr 20.00 | ms/batch  2.27 | loss 10.11 | ppl 24681.67
| epoch   1 |  2000/15983 batches | lr 20.00 | ms/batch  2.27 | loss  9.80 | ppl 18089.93
| epoch   1 |  2500/15983 batches | lr 20.00 | ms/batch  2.27 | loss  9.67 | ppl 15790.38
| epoch   1 |  3000/15983 batches | lr 20.00 | ms/batch  2.29 | loss  9.83 | ppl 18671.45
| epoch   1 |  3500/15983 batches | lr 20.00 | ms/batch  2.26 | loss 10.13 | ppl 24995.33
| epoch   1 |  4000/15983 batches | lr 20.00 | ms/batch  2.29 | loss 10.96 | ppl 57606.52
| epoch   1 |  4500/15983 batches | lr 20.00 | ms/batch  2.27 | loss 10.34 | ppl 30881.69
| epoch   1 |  5000/15983 batches | lr 20.00 | ms/batch  2.26 | loss  9.91 | ppl 20192.51
| epoch   1 |  5500/15983 batches | lr 20.00 | ms/batch  2.26 | loss  9.75 | ppl 17074.55
| epoch   1 |  6000/15983 batches | lr 20.00 | ms/batch  2.28 | loss  9.70 | ppl 16396.91
| epoch   1 |  6500/15983 batches | lr 20.00 | ms/batch  2.27 | loss  9.69 | ppl 16168.80
| epoch   1 |  7000/15983 batches | lr 20.00 | ms/batch  2.26 | loss  9.83 | ppl 18639.36
| epoch   1 |  7500/15983 batches | lr 20.00 | ms/batch  2.26 | loss  9.81 | ppl 18292.99
| epoch   1 |  8000/15983 batches | lr 20.00 | ms/batch  2.29 | loss  9.79 | ppl 17794.34
| epoch   1 |  8500/15983 batches | lr 20.00 | ms/batch  2.27 | loss  9.68 | ppl 15981.34
| epoch   1 |  9000/15983 batches | lr 20.00 | ms/batch  2.28 | loss  9.61 | ppl 14962.19
| epoch   1 |  9500/15983 batches | lr 20.00 | ms/batch  2.27 | loss  9.70 | ppl 16339.86
| epoch   1 | 10000/15983 batches | lr 20.00 | ms/batch  2.27 | loss  9.71 | ppl 16487.02
| epoch   1 | 10500/15983 batches | lr 20.00 | ms/batch  2.27 | loss  9.72 | ppl 16715.22
| epoch   1 | 11000/15983 batches | lr 20.00 | ms/batch  2.30 | loss  9.69 | ppl 16094.78
| epoch   1 | 11500/15983 batches | lr 20.00 | ms/batch  2.27 | loss  9.60 | ppl 14728.81
| epoch   1 | 12000/15983 batches | lr 20.00 | ms/batch  2.26 | loss  9.56 | ppl 14193.20
| epoch   1 | 12500/15983 batches | lr 20.00 | ms/batch  2.26 | loss  9.52 | ppl 13631.06
| epoch   1 | 13000/15983 batches | lr 20.00 | ms/batch  2.26 | loss  9.63 | ppl 15139.86
| epoch   1 | 13500/15983 batches | lr 20.00 | ms/batch  2.28 | loss  9.50 | ppl 13334.98
| epoch   1 | 14000/15983 batches | lr 20.00 | ms/batch  2.28 | loss  9.50 | ppl 13411.13
| epoch   1 | 14500/15983 batches | lr 20.00 | ms/batch  2.28 | loss  9.38 | ppl 11874.91
| epoch   1 | 15000/15983 batches | lr 20.00 | ms/batch  2.26 | loss  9.35 | ppl 11541.98
| epoch   1 | 15500/15983 batches | lr 20.00 | ms/batch  2.27 | loss  9.26 | ppl 10545.39
-----------------------------------------------------------------------------------------
| end of epoch   1 | time: 36.92s | valid loss  8.64 | valid ppl  5646.29
-----------------------------------------------------------------------------------------
| epoch   2 |   500/15983 batches | lr 20.00 | ms/batch  2.29 | loss  9.70 | ppl 16348.82
| epoch   2 |  1000/15983 batches | lr 20.00 | ms/batch  2.29 | loss  9.70 | ppl 16379.65
| epoch   2 |  1500/15983 batches | lr 20.00 | ms/batch  2.26 | loss  9.74 | ppl 17064.27
| epoch   2 |  2000/15983 batches | lr 20.00 | ms/batch  2.29 | loss  9.80 | ppl 18005.97
| epoch   2 |  2500/15983 batches | lr 20.00 | ms/batch  2.30 | loss  9.61 | ppl 14902.50
| epoch   2 |  3000/15983 batches | lr 20.00 | ms/batch  2.40 | loss  9.44 | ppl 12640.44
| epoch   2 |  3500/15983 batches | lr 20.00 | ms/batch  2.29 | loss  9.61 | ppl 14852.57
| epoch   2 |  4000/15983 batches | lr 20.00 | ms/batch  2.28 | loss  9.71 | ppl 16410.26
| epoch   2 |  4500/15983 batches | lr 20.00 | ms/batch  2.28 | loss  9.69 | ppl 16174.81
| epoch   2 |  5000/15983 batches | lr 20.00 | ms/batch  2.28 | loss  9.82 | ppl 18314.02
| epoch   2 |  5500/15983 batches | lr 20.00 | ms/batch  2.27 | loss  9.74 | ppl 17067.19
| epoch   2 |  6000/15983 batches | lr 20.00 | ms/batch  2.28 | loss  9.69 | ppl 16197.84
| epoch   2 |  6500/15983 batches | lr 20.00 | ms/batch  2.28 | loss  9.76 | ppl 17404.62
| epoch   2 |  7000/15983 batches | lr 20.00 | ms/batch  2.28 | loss  9.60 | ppl 14773.03
| epoch   2 |  7500/15983 batches | lr 20.00 | ms/batch  2.27 | loss  9.49 | ppl 13258.43
| epoch   2 |  8000/15983 batches | lr 20.00 | ms/batch  2.27 | loss  9.52 | ppl 13606.18
| epoch   2 |  8500/15983 batches | lr 20.00 | ms/batch  2.28 | loss  9.57 | ppl 14306.26
| epoch   2 |  9000/15983 batches | lr 20.00 | ms/batch  2.30 | loss  9.51 | ppl 13444.65
| epoch   2 |  9500/15983 batches | lr 20.00 | ms/batch  2.28 | loss  9.67 | ppl 15837.02
| epoch   2 | 10000/15983 batches | lr 20.00 | ms/batch  2.28 | loss  9.58 | ppl 14534.67
| epoch   2 | 10500/15983 batches | lr 20.00 | ms/batch  2.27 | loss  9.71 | ppl 16481.48
| epoch   2 | 11000/15983 batches | lr 20.00 | ms/batch  2.31 | loss  9.77 | ppl 17565.27
| epoch   2 | 11500/15983 batches | lr 20.00 | ms/batch  2.32 | loss  9.62 | ppl 15055.09
| epoch   2 | 12000/15983 batches | lr 20.00 | ms/batch  2.28 | loss  9.59 | ppl 14588.70
| epoch   2 | 12500/15983 batches | lr 20.00 | ms/batch  2.27 | loss  9.52 | ppl 13681.11
| epoch   2 | 13000/15983 batches | lr 20.00 | ms/batch  2.27 | loss  9.72 | ppl 16611.99
| epoch   2 | 13500/15983 batches | lr 20.00 | ms/batch  2.27 | loss  9.48 | ppl 13039.88
| epoch   2 | 14000/15983 batches | lr 20.00 | ms/batch  2.26 | loss  9.85 | ppl 18958.37
| epoch   2 | 14500/15983 batches | lr 20.00 | ms/batch  2.28 | loss  9.68 | ppl 15987.62
| epoch   2 | 15000/15983 batches | lr 20.00 | ms/batch  2.27 | loss  9.54 | ppl 13855.62
| epoch   2 | 15500/15983 batches | lr 20.00 | ms/batch  2.26 | loss  9.77 | ppl 17468.89
-----------------------------------------------------------------------------------------
| end of epoch   2 | time: 36.73s | valid loss  9.76 | valid ppl 17370.52
-----------------------------------------------------------------------------------------
| epoch   3 |   500/15983 batches | lr 5.00 | ms/batch  2.30 | loss  6.96 | ppl  1054.89
| epoch   3 |  1000/15983 batches | lr 5.00 | ms/batch  2.26 | loss  6.92 | ppl  1011.90
| epoch   3 |  1500/15983 batches | lr 5.00 | ms/batch  2.27 | loss  6.93 | ppl  1020.09
| epoch   3 |  2000/15983 batches | lr 5.00 | ms/batch  2.28 | loss  6.87 | ppl   960.71
| epoch   3 |  2500/15983 batches | lr 5.00 | ms/batch  2.29 | loss  6.80 | ppl   894.20
| epoch   3 |  3000/15983 batches | lr 5.00 | ms/batch  2.27 | loss  6.87 | ppl   964.40
| epoch   3 |  3500/15983 batches | lr 5.00 | ms/batch  2.27 | loss  6.89 | ppl   985.65
| epoch   3 |  4000/15983 batches | lr 5.00 | ms/batch  2.31 | loss  6.91 | ppl  1005.24
| epoch   3 |  4500/15983 batches | lr 5.00 | ms/batch  2.29 | loss  6.94 | ppl  1027.70
| epoch   3 |  5000/15983 batches | lr 5.00 | ms/batch  2.27 | loss  6.95 | ppl  1042.58
| epoch   3 |  5500/15983 batches | lr 5.00 | ms/batch  2.27 | loss  6.90 | ppl   990.18
| epoch   3 |  6000/15983 batches | lr 5.00 | ms/batch  2.29 | loss  6.92 | ppl  1008.00
| epoch   3 |  6500/15983 batches | lr 5.00 | ms/batch  2.33 | loss  6.87 | ppl   964.74
| epoch   3 |  7000/15983 batches | lr 5.00 | ms/batch  2.28 | loss  6.90 | ppl   996.70
| epoch   3 |  7500/15983 batches | lr 5.00 | ms/batch  2.26 | loss  6.87 | ppl   964.50
| epoch   3 |  8000/15983 batches | lr 5.00 | ms/batch  2.28 | loss  6.93 | ppl  1023.90
| epoch   3 |  8500/15983 batches | lr 5.00 | ms/batch  2.29 | loss  6.87 | ppl   961.36
| epoch   3 |  9000/15983 batches | lr 5.00 | ms/batch  2.38 | loss  6.83 | ppl   928.34
| epoch   3 |  9500/15983 batches | lr 5.00 | ms/batch  2.26 | loss  6.84 | ppl   937.11
| epoch   3 | 10000/15983 batches | lr 5.00 | ms/batch  2.27 | loss  6.85 | ppl   941.62
| epoch   3 | 10500/15983 batches | lr 5.00 | ms/batch  2.28 | loss  6.87 | ppl   964.35
| epoch   3 | 11000/15983 batches | lr 5.00 | ms/batch  2.28 | loss  6.86 | ppl   951.97
| epoch   3 | 11500/15983 batches | lr 5.00 | ms/batch  2.30 | loss  6.85 | ppl   947.08
| epoch   3 | 12000/15983 batches | lr 5.00 | ms/batch  2.26 | loss  6.82 | ppl   913.29
| epoch   3 | 12500/15983 batches | lr 5.00 | ms/batch  2.26 | loss  6.81 | ppl   908.69
| epoch   3 | 13000/15983 batches | lr 5.00 | ms/batch  2.26 | loss  6.84 | ppl   936.88
| epoch   3 | 13500/15983 batches | lr 5.00 | ms/batch  2.27 | loss  6.86 | ppl   955.77
