Vocabulary Size:  27710
Total number of model parameters: 11.84M
| epoch   1 |   500/15983 batches | lr 20.00 | ms/batch  7.29 | loss  9.24 | ppl 10329.60
| epoch   1 |  1000/15983 batches | lr 20.00 | ms/batch  5.60 | loss  8.48 | ppl  4800.77
| epoch   1 |  1500/15983 batches | lr 20.00 | ms/batch  5.57 | loss  8.28 | ppl  3961.38
| epoch   1 |  2000/15983 batches | lr 20.00 | ms/batch  5.57 | loss  8.51 | ppl  4941.96
| epoch   1 |  2500/15983 batches | lr 20.00 | ms/batch  5.56 | loss  8.02 | ppl  3029.68
| epoch   1 |  3000/15983 batches | lr 20.00 | ms/batch  5.61 | loss  7.82 | ppl  2482.37
| epoch   1 |  3500/15983 batches | lr 20.00 | ms/batch  5.52 | loss  7.90 | ppl  2687.88
| epoch   1 |  4000/15983 batches | lr 20.00 | ms/batch  5.55 | loss  8.08 | ppl  3231.13
| epoch   1 |  4500/15983 batches | lr 20.00 | ms/batch  5.63 | loss  8.13 | ppl  3400.14
| epoch   1 |  5000/15983 batches | lr 20.00 | ms/batch  5.59 | loss  7.94 | ppl  2799.39
| epoch   1 |  5500/15983 batches | lr 20.00 | ms/batch  5.64 | loss  7.78 | ppl  2387.09
| epoch   1 |  6000/15983 batches | lr 20.00 | ms/batch  5.58 | loss  7.81 | ppl  2459.59
| epoch   1 |  6500/15983 batches | lr 20.00 | ms/batch  5.65 | loss  7.69 | ppl  2178.76
| epoch   1 |  7000/15983 batches | lr 20.00 | ms/batch  5.55 | loss  7.90 | ppl  2699.62
| epoch   1 |  7500/15983 batches | lr 20.00 | ms/batch  5.68 | loss  7.83 | ppl  2512.13
| epoch   1 |  8000/15983 batches | lr 20.00 | ms/batch  5.58 | loss  7.81 | ppl  2471.38
| epoch   1 |  8500/15983 batches | lr 20.00 | ms/batch  5.57 | loss  7.73 | ppl  2281.93
| epoch   1 |  9000/15983 batches | lr 20.00 | ms/batch  5.54 | loss  7.71 | ppl  2233.67
| epoch   1 |  9500/15983 batches | lr 20.00 | ms/batch  5.65 | loss  7.58 | ppl  1954.21
| epoch   1 | 10000/15983 batches | lr 20.00 | ms/batch  5.65 | loss  7.35 | ppl  1558.66
| epoch   1 | 10500/15983 batches | lr 20.00 | ms/batch  5.64 | loss  7.36 | ppl  1577.39
| epoch   1 | 11000/15983 batches | lr 20.00 | ms/batch  5.58 | loss  7.40 | ppl  1628.80
| epoch   1 | 11500/15983 batches | lr 20.00 | ms/batch  5.71 | loss  7.28 | ppl  1453.66
| epoch   1 | 12000/15983 batches | lr 20.00 | ms/batch  5.54 | loss  7.30 | ppl  1481.87
| epoch   1 | 12500/15983 batches | lr 20.00 | ms/batch  5.64 | loss  7.33 | ppl  1519.49
| epoch   1 | 13000/15983 batches | lr 20.00 | ms/batch  5.57 | loss  7.28 | ppl  1448.59
| epoch   1 | 13500/15983 batches | lr 20.00 | ms/batch  5.57 | loss  7.27 | ppl  1440.37
| epoch   1 | 14000/15983 batches | lr 20.00 | ms/batch  5.56 | loss  7.39 | ppl  1621.29
| epoch   1 | 14500/15983 batches | lr 20.00 | ms/batch  5.58 | loss  7.25 | ppl  1409.40
| epoch   1 | 15000/15983 batches | lr 20.00 | ms/batch  5.57 | loss  7.26 | ppl  1419.10
| epoch   1 | 15500/15983 batches | lr 20.00 | ms/batch  5.71 | loss  7.25 | ppl  1410.50
-----------------------------------------------------------------------------------------
| end of epoch   1 | time: 91.08s | valid loss  7.03 | valid ppl  1124.55
-----------------------------------------------------------------------------------------
| epoch   2 |   500/15983 batches | lr 20.00 | ms/batch  5.60 | loss  7.42 | ppl  1666.53
| epoch   2 |  1000/15983 batches | lr 20.00 | ms/batch  5.56 | loss  7.38 | ppl  1609.36
| epoch   2 |  1500/15983 batches | lr 20.00 | ms/batch  5.59 | loss  7.29 | ppl  1469.62
| epoch   2 |  2000/15983 batches | lr 20.00 | ms/batch  5.69 | loss  7.38 | ppl  1598.95
| epoch   2 |  2500/15983 batches | lr 20.00 | ms/batch  5.60 | loss  7.26 | ppl  1419.70
| epoch   2 |  3000/15983 batches | lr 20.00 | ms/batch  5.68 | loss  7.37 | ppl  1585.99
| epoch   2 |  3500/15983 batches | lr 20.00 | ms/batch  5.58 | loss  7.29 | ppl  1463.96
| epoch   2 |  4000/15983 batches | lr 20.00 | ms/batch  5.70 | loss  7.34 | ppl  1543.99
| epoch   2 |  4500/15983 batches | lr 20.00 | ms/batch  5.73 | loss  7.35 | ppl  1560.62
| epoch   2 |  5000/15983 batches | lr 20.00 | ms/batch  5.60 | loss  7.37 | ppl  1585.96
| epoch   2 |  5500/15983 batches | lr 20.00 | ms/batch  5.70 | loss  7.30 | ppl  1479.66
| epoch   2 |  6000/15983 batches | lr 20.00 | ms/batch  5.65 | loss  7.34 | ppl  1540.20
| epoch   2 |  6500/15983 batches | lr 20.00 | ms/batch  5.64 | loss  7.31 | ppl  1489.60
| epoch   2 |  7000/15983 batches | lr 20.00 | ms/batch  5.66 | loss  7.32 | ppl  1511.23
| epoch   2 |  7500/15983 batches | lr 20.00 | ms/batch  6.07 | loss  7.40 | ppl  1634.32
| epoch   2 |  8000/15983 batches | lr 20.00 | ms/batch  5.67 | loss  7.44 | ppl  1707.09
| epoch   2 |  8500/15983 batches | lr 20.00 | ms/batch  5.60 | loss  7.34 | ppl  1541.60
| epoch   2 |  9000/15983 batches | lr 20.00 | ms/batch  5.57 | loss  7.30 | ppl  1486.01
| epoch   2 |  9500/15983 batches | lr 20.00 | ms/batch  5.66 | loss  7.29 | ppl  1459.47
| epoch   2 | 10000/15983 batches | lr 20.00 | ms/batch  5.64 | loss  7.28 | ppl  1457.62
| epoch   2 | 10500/15983 batches | lr 20.00 | ms/batch  5.60 | loss  7.29 | ppl  1464.02
| epoch   2 | 11000/15983 batches | lr 20.00 | ms/batch  5.55 | loss  7.34 | ppl  1543.94
| epoch   2 | 11500/15983 batches | lr 20.00 | ms/batch  5.70 | loss  7.27 | ppl  1434.52
| epoch   2 | 12000/15983 batches | lr 20.00 | ms/batch  5.66 | loss  7.28 | ppl  1452.26
| epoch   2 | 12500/15983 batches | lr 20.00 | ms/batch  5.61 | loss  7.26 | ppl  1418.95
| epoch   2 | 13000/15983 batches | lr 20.00 | ms/batch  5.60 | loss  7.33 | ppl  1530.50
| epoch   2 | 13500/15983 batches | lr 20.00 | ms/batch  5.67 | loss  7.36 | ppl  1570.05
| epoch   2 | 14000/15983 batches | lr 20.00 | ms/batch  5.55 | loss  7.42 | ppl  1662.18
| epoch   2 | 14500/15983 batches | lr 20.00 | ms/batch  5.56 | loss  7.27 | ppl  1433.46
| epoch   2 | 15000/15983 batches | lr 20.00 | ms/batch  5.62 | loss  7.24 | ppl  1390.21
| epoch   2 | 15500/15983 batches | lr 20.00 | ms/batch  5.59 | loss  7.27 | ppl  1443.58
-----------------------------------------------------------------------------------------
| end of epoch   2 | time: 90.89s | valid loss  8.30 | valid ppl  4007.33
-----------------------------------------------------------------------------------------
| epoch   3 |   500/15983 batches | lr 5.00 | ms/batch  5.56 | loss  6.59 | ppl   724.40
| epoch   3 |  1000/15983 batches | lr 5.00 | ms/batch  5.59 | loss  6.59 | ppl   729.15
| epoch   3 |  1500/15983 batches | lr 5.00 | ms/batch  5.59 | loss  6.63 | ppl   754.36
| epoch   3 |  2000/15983 batches | lr 5.00 | ms/batch  5.58 | loss  6.55 | ppl   697.20
| epoch   3 |  2500/15983 batches | lr 5.00 | ms/batch  5.74 | loss  6.49 | ppl   655.48
| epoch   3 |  3000/15983 batches | lr 5.00 | ms/batch  5.58 | loss  6.57 | ppl   710.53
| epoch   3 |  3500/15983 batches | lr 5.00 | ms/batch  5.59 | loss  6.58 | ppl   721.16
| epoch   3 |  4000/15983 batches | lr 5.00 | ms/batch  5.51 | loss  6.62 | ppl   747.23
| epoch   3 |  4500/15983 batches | lr 5.00 | ms/batch  5.58 | loss  6.63 | ppl   756.18
| epoch   3 |  5000/15983 batches | lr 5.00 | ms/batch  5.62 | loss  6.63 | ppl   759.61
| epoch   3 |  5500/15983 batches | lr 5.00 | ms/batch  5.59 | loss  6.60 | ppl   736.43
| epoch   3 |  6000/15983 batches | lr 5.00 | ms/batch  5.65 | loss  6.61 | ppl   741.34
| epoch   3 |  6500/15983 batches | lr 5.00 | ms/batch  5.55 | loss  6.56 | ppl   708.35
| epoch   3 |  7000/15983 batches | lr 5.00 | ms/batch  5.58 | loss  6.59 | ppl   725.44
| epoch   3 |  7500/15983 batches | lr 5.00 | ms/batch  5.59 | loss  6.56 | ppl   709.47
| epoch   3 |  8000/15983 batches | lr 5.00 | ms/batch  5.58 | loss  6.61 | ppl   745.26
| epoch   3 |  8500/15983 batches | lr 5.00 | ms/batch  5.56 | loss  6.56 | ppl   707.98
| epoch   3 |  9000/15983 batches | lr 5.00 | ms/batch  5.57 | loss  6.53 | ppl   683.70
| epoch   3 |  9500/15983 batches | lr 5.00 | ms/batch  5.55 | loss  6.55 | ppl   698.42
| epoch   3 | 10000/15983 batches | lr 5.00 | ms/batch  5.60 | loss  6.57 | ppl   710.18
| epoch   3 | 10500/15983 batches | lr 5.00 | ms/batch  5.60 | loss  6.58 | ppl   717.37
| epoch   3 | 11000/15983 batches | lr 5.00 | ms/batch  5.58 | loss  6.56 | ppl   705.03
