Vocabulary Size:  27710
Total number of model parameters: 14.22M
| epoch   1 |   500/15983 batches | lr 20.00 | ms/batch  3.26 | loss 13.72 | ppl 908843.02
| epoch   1 |  1000/15983 batches | lr 20.00 | ms/batch  2.77 | loss 14.00 | ppl 1202116.55
| epoch   1 |  1500/15983 batches | lr 20.00 | ms/batch  2.80 | loss 13.69 | ppl 879126.94
| epoch   1 |  2000/15983 batches | lr 20.00 | ms/batch  2.77 | loss 13.82 | ppl 1008843.59
| epoch   1 |  2500/15983 batches | lr 20.00 | ms/batch  2.77 | loss 13.91 | ppl 1101905.41
| epoch   1 |  3000/15983 batches | lr 20.00 | ms/batch  2.79 | loss 14.19 | ppl 1448638.45
| epoch   1 |  3500/15983 batches | lr 20.00 | ms/batch  2.77 | loss 14.00 | ppl 1206694.61
| epoch   1 |  4000/15983 batches | lr 20.00 | ms/batch  2.78 | loss 13.93 | ppl 1122012.10
| epoch   1 |  4500/15983 batches | lr 20.00 | ms/batch  2.79 | loss 14.13 | ppl 1371379.61
| epoch   1 |  5000/15983 batches | lr 20.00 | ms/batch  2.78 | loss 13.84 | ppl 1029710.58
| epoch   1 |  5500/15983 batches | lr 20.00 | ms/batch  2.77 | loss 14.02 | ppl 1228824.65
| epoch   1 |  6000/15983 batches | lr 20.00 | ms/batch  2.78 | loss 13.97 | ppl 1165261.84
| epoch   1 |  6500/15983 batches | lr 20.00 | ms/batch  2.77 | loss 13.83 | ppl 1019506.41
| epoch   1 |  7000/15983 batches | lr 20.00 | ms/batch  2.78 | loss 14.04 | ppl 1247607.01
| epoch   1 |  7500/15983 batches | lr 20.00 | ms/batch  2.79 | loss 13.94 | ppl 1137366.94
| epoch   1 |  8000/15983 batches | lr 20.00 | ms/batch  2.77 | loss 14.08 | ppl 1303757.79
| epoch   1 |  8500/15983 batches | lr 20.00 | ms/batch  2.78 | loss 13.99 | ppl 1185971.85
| epoch   1 |  9000/15983 batches | lr 20.00 | ms/batch  2.77 | loss 14.04 | ppl 1253143.41
| epoch   1 |  9500/15983 batches | lr 20.00 | ms/batch  2.78 | loss 14.26 | ppl 1558870.67
| epoch   1 | 10000/15983 batches | lr 20.00 | ms/batch  2.78 | loss 13.80 | ppl 979718.47
| epoch   1 | 10500/15983 batches | lr 20.00 | ms/batch  2.77 | loss 13.61 | ppl 815109.20
| epoch   1 | 11000/15983 batches | lr 20.00 | ms/batch  2.77 | loss 14.00 | ppl 1206709.04
| epoch   1 | 11500/15983 batches | lr 20.00 | ms/batch  2.80 | loss 13.64 | ppl 843118.37
| epoch   1 | 12000/15983 batches | lr 20.00 | ms/batch  2.77 | loss 13.77 | ppl 952440.00
| epoch   1 | 12500/15983 batches | lr 20.00 | ms/batch  2.78 | loss 13.91 | ppl 1102649.13
| epoch   1 | 13000/15983 batches | lr 20.00 | ms/batch  2.77 | loss 13.82 | ppl 1008187.84
| epoch   1 | 13500/15983 batches | lr 20.00 | ms/batch  2.78 | loss 13.71 | ppl 897109.52
| epoch   1 | 14000/15983 batches | lr 20.00 | ms/batch  2.77 | loss 14.04 | ppl 1251162.91
| epoch   1 | 14500/15983 batches | lr 20.00 | ms/batch  2.79 | loss 13.59 | ppl 797561.29
| epoch   1 | 15000/15983 batches | lr 20.00 | ms/batch  2.78 | loss 13.80 | ppl 983459.48
| epoch   1 | 15500/15983 batches | lr 20.00 | ms/batch  2.79 | loss 13.76 | ppl 941486.61
-----------------------------------------------------------------------------------------
| end of epoch   1 | time: 44.93s | valid loss 12.09 | valid ppl 177889.73
-----------------------------------------------------------------------------------------
| epoch   2 |   500/15983 batches | lr 20.00 | ms/batch  2.79 | loss 13.42 | ppl 673593.89
| epoch   2 |  1000/15983 batches | lr 20.00 | ms/batch  2.77 | loss 13.93 | ppl 1125692.43
| epoch   2 |  1500/15983 batches | lr 20.00 | ms/batch  2.78 | loss 13.35 | ppl 626843.02
| epoch   2 |  2000/15983 batches | lr 20.00 | ms/batch  2.78 | loss 13.59 | ppl 794332.42
| epoch   2 |  2500/15983 batches | lr 20.00 | ms/batch  2.79 | loss 13.48 | ppl 712347.17
| epoch   2 |  3000/15983 batches | lr 20.00 | ms/batch  2.78 | loss 13.61 | ppl 817948.67
| epoch   2 |  3500/15983 batches | lr 20.00 | ms/batch  2.78 | loss 13.60 | ppl 802420.08
| epoch   2 |  4000/15983 batches | lr 20.00 | ms/batch  2.78 | loss 13.99 | ppl 1195304.21
| epoch   2 |  4500/15983 batches | lr 20.00 | ms/batch  2.79 | loss 13.80 | ppl 985038.68
