Vocabulary Size:  27710
Total number of model parameters: 5.73M
| epoch   1 |   500/15983 batches | lr 20.00 | ms/batch  5.91 | loss  9.13 | ppl  9184.93
| epoch   1 |  1000/15983 batches | lr 20.00 | ms/batch  4.49 | loss  8.47 | ppl  4780.96
| epoch   1 |  1500/15983 batches | lr 20.00 | ms/batch  4.26 | loss  8.28 | ppl  3952.10
| epoch   1 |  2000/15983 batches | lr 20.00 | ms/batch  4.21 | loss  8.21 | ppl  3695.89
| epoch   1 |  2500/15983 batches | lr 20.00 | ms/batch  4.14 | loss  8.18 | ppl  3553.38
| epoch   1 |  3000/15983 batches | lr 20.00 | ms/batch  4.17 | loss  8.02 | ppl  3050.91
| epoch   1 |  3500/15983 batches | lr 20.00 | ms/batch  4.18 | loss  7.79 | ppl  2410.51
| epoch   1 |  4000/15983 batches | lr 20.00 | ms/batch  4.20 | loss  7.57 | ppl  1937.63
| epoch   1 |  4500/15983 batches | lr 20.00 | ms/batch  4.19 | loss  7.54 | ppl  1876.63
| epoch   1 |  5000/15983 batches | lr 20.00 | ms/batch  4.30 | loss  7.54 | ppl  1874.80
| epoch   1 |  5500/15983 batches | lr 20.00 | ms/batch  4.48 | loss  7.51 | ppl  1824.40
| epoch   1 |  6000/15983 batches | lr 20.00 | ms/batch  4.14 | loss  7.44 | ppl  1709.95
| epoch   1 |  6500/15983 batches | lr 20.00 | ms/batch  4.16 | loss  7.41 | ppl  1655.92
| epoch   1 |  7000/15983 batches | lr 20.00 | ms/batch  4.20 | loss  7.43 | ppl  1679.01
| epoch   1 |  7500/15983 batches | lr 20.00 | ms/batch  4.11 | loss  7.43 | ppl  1690.39
| epoch   1 |  8000/15983 batches | lr 20.00 | ms/batch  4.17 | loss  7.47 | ppl  1758.03
| epoch   1 |  8500/15983 batches | lr 20.00 | ms/batch  4.15 | loss  7.43 | ppl  1692.39
| epoch   1 |  9000/15983 batches | lr 20.00 | ms/batch  4.11 | loss  7.31 | ppl  1488.65
| epoch   1 |  9500/15983 batches | lr 20.00 | ms/batch  4.16 | loss  7.35 | ppl  1555.35
| epoch   1 | 10000/15983 batches | lr 20.00 | ms/batch  4.14 | loss  7.30 | ppl  1476.19
| epoch   1 | 10500/15983 batches | lr 20.00 | ms/batch  4.10 | loss  7.34 | ppl  1548.43
