Vocabulary Size:  27710
Total number of model parameters: 16.85M
| epoch   1 |   500/15983 batches | lr 20.00 | ms/batch  3.60 | loss 18.24 | ppl 83236252.55
| epoch   1 |  1000/15983 batches | lr 20.00 | ms/batch  3.09 | loss 18.93 | ppl 166859401.31
| epoch   1 |  1500/15983 batches | lr 20.00 | ms/batch  3.10 | loss 19.18 | ppl 213769855.15
| epoch   1 |  2000/15983 batches | lr 20.00 | ms/batch  3.13 | loss 18.70 | ppl 132706355.66
| epoch   1 |  2500/15983 batches | lr 20.00 | ms/batch  3.10 | loss 19.20 | ppl 218951961.39
| epoch   1 |  3000/15983 batches | lr 20.00 | ms/batch  3.08 | loss 18.65 | ppl 125368904.50
| epoch   1 |  3500/15983 batches | lr 20.00 | ms/batch  3.13 | loss 18.86 | ppl 154872424.83
| epoch   1 |  4000/15983 batches | lr 20.00 | ms/batch  3.09 | loss 18.68 | ppl 129771155.07
| epoch   1 |  4500/15983 batches | lr 20.00 | ms/batch  3.08 | loss 18.99 | ppl 176210833.11
| epoch   1 |  5000/15983 batches | lr 20.00 | ms/batch  3.11 | loss 18.96 | ppl 172179701.06
| epoch   1 |  5500/15983 batches | lr 20.00 | ms/batch  3.11 | loss 18.98 | ppl 174212235.60
| epoch   1 |  6000/15983 batches | lr 20.00 | ms/batch  3.07 | loss 18.82 | ppl 148577897.61
| epoch   1 |  6500/15983 batches | lr 20.00 | ms/batch  3.10 | loss 19.43 | ppl 273351831.30
| epoch   1 |  7000/15983 batches | lr 20.00 | ms/batch  3.09 | loss 19.10 | ppl 198123326.37
| epoch   1 |  7500/15983 batches | lr 20.00 | ms/batch  3.14 | loss 18.79 | ppl 144221038.17
| epoch   1 |  8000/15983 batches | lr 20.00 | ms/batch  3.08 | loss 18.92 | ppl 165465179.94
| epoch   1 |  8500/15983 batches | lr 20.00 | ms/batch  3.08 | loss 18.75 | ppl 139493761.45
| epoch   1 |  9000/15983 batches | lr 20.00 | ms/batch  3.08 | loss 18.83 | ppl 150473642.28
| epoch   1 |  9500/15983 batches | lr 20.00 | ms/batch  3.09 | loss 18.67 | ppl 128559524.44
| epoch   1 | 10000/15983 batches | lr 20.00 | ms/batch  3.09 | loss 18.71 | ppl 133501288.43
| epoch   1 | 10500/15983 batches | lr 20.00 | ms/batch  3.08 | loss 18.67 | ppl 128868040.34
| epoch   1 | 11000/15983 batches | lr 20.00 | ms/batch  3.11 | loss 18.84 | ppl 151999813.31
| epoch   1 | 11500/15983 batches | lr 20.00 | ms/batch  3.08 | loss 19.08 | ppl 193936371.24
| epoch   1 | 12000/15983 batches | lr 20.00 | ms/batch  3.09 | loss 18.68 | ppl 129566936.90
| epoch   1 | 12500/15983 batches | lr 20.00 | ms/batch  3.07 | loss 18.87 | ppl 157466811.46
| epoch   1 | 13000/15983 batches | lr 20.00 | ms/batch  3.08 | loss 18.81 | ppl 147632309.87
| epoch   1 | 13500/15983 batches | lr 20.00 | ms/batch  3.10 | loss 18.34 | ppl 92522525.90
| epoch   1 | 14000/15983 batches | lr 20.00 | ms/batch  3.08 | loss 18.81 | ppl 147566228.20
| epoch   1 | 14500/15983 batches | lr 20.00 | ms/batch  3.10 | loss 18.59 | ppl 118259241.25
| epoch   1 | 15000/15983 batches | lr 20.00 | ms/batch  3.10 | loss 18.61 | ppl 121186345.91
| epoch   1 | 15500/15983 batches | lr 20.00 | ms/batch  3.08 | loss 18.77 | ppl 142335992.35
-----------------------------------------------------------------------------------------
| end of epoch   1 | time: 49.97s | valid loss 40.59 | valid ppl 424289817264326592.00
-----------------------------------------------------------------------------------------
| epoch   2 |   500/15983 batches | lr 20.00 | ms/batch  3.11 | loss 19.34 | ppl 250011118.60
| epoch   2 |  1000/15983 batches | lr 20.00 | ms/batch  3.09 | loss 19.28 | ppl 236412637.94
