Vocabulary Size:  27710
Total number of model parameters: 12.08M
| epoch   1 |   500/15983 batches | lr 20.00 | ms/batch  5.73 | loss 18.03 | ppl 67415987.29
| epoch   1 |  1000/15983 batches | lr 20.00 | ms/batch  5.11 | loss 19.03 | ppl 184429130.17
| epoch   1 |  1500/15983 batches | lr 20.00 | ms/batch  5.08 | loss 18.61 | ppl 121106986.90
| epoch   1 |  2000/15983 batches | lr 20.00 | ms/batch  5.31 | loss 18.65 | ppl 125815442.70
| epoch   1 |  2500/15983 batches | lr 20.00 | ms/batch  5.19 | loss 18.51 | ppl 109873331.66
| epoch   1 |  3000/15983 batches | lr 20.00 | ms/batch  5.09 | loss 19.01 | ppl 181151843.05
| epoch   1 |  3500/15983 batches | lr 20.00 | ms/batch  5.14 | loss 18.98 | ppl 174090834.62
| epoch   1 |  4000/15983 batches | lr 20.00 | ms/batch  5.12 | loss 18.79 | ppl 144100604.08
| epoch   1 |  4500/15983 batches | lr 20.00 | ms/batch  5.11 | loss 18.53 | ppl 111378427.50
| epoch   1 |  5000/15983 batches | lr 20.00 | ms/batch  5.13 | loss 18.96 | ppl 172011352.48
| epoch   1 |  5500/15983 batches | lr 20.00 | ms/batch  5.13 | loss 18.78 | ppl 142888842.45
| epoch   1 |  6000/15983 batches | lr 20.00 | ms/batch  5.55 | loss 18.83 | ppl 150088216.54
| epoch   1 |  6500/15983 batches | lr 20.00 | ms/batch  5.36 | loss 18.60 | ppl 119577543.26
| epoch   1 |  7000/15983 batches | lr 20.00 | ms/batch  5.20 | loss 19.17 | ppl 212322508.13
| epoch   1 |  7500/15983 batches | lr 20.00 | ms/batch  5.08 | loss 19.14 | ppl 204505768.52
| epoch   1 |  8000/15983 batches | lr 20.00 | ms/batch  5.06 | loss 19.37 | ppl 258907743.92
| epoch   1 |  8500/15983 batches | lr 20.00 | ms/batch  5.09 | loss 19.12 | ppl 201474268.16
| epoch   1 |  9000/15983 batches | lr 20.00 | ms/batch  5.05 | loss 19.06 | ppl 190220040.90
| epoch   1 |  9500/15983 batches | lr 20.00 | ms/batch  5.17 | loss 19.36 | ppl 256612801.90
| epoch   1 | 10000/15983 batches | lr 20.00 | ms/batch  5.12 | loss 18.68 | ppl 129187732.24
| epoch   1 | 10500/15983 batches | lr 20.00 | ms/batch  5.24 | loss 18.98 | ppl 174523537.37
