Vocabulary Size:  27710
Total number of model parameters: 8.49M
| epoch   1 |   500/15983 batches | lr 20.00 | ms/batch  2.73 | loss  7.73 | ppl  2273.42
| epoch   1 |  1000/15983 batches | lr 20.00 | ms/batch  2.24 | loss  6.24 | ppl   512.65
| epoch   1 |  1500/15983 batches | lr 20.00 | ms/batch  2.24 | loss  5.98 | ppl   394.43
| epoch   1 |  2000/15983 batches | lr 20.00 | ms/batch  2.23 | loss  5.78 | ppl   324.02
| epoch   1 |  2500/15983 batches | lr 20.00 | ms/batch  2.23 | loss  5.67 | ppl   289.91
| epoch   1 |  3000/15983 batches | lr 20.00 | ms/batch  2.22 | loss  5.69 | ppl   296.10
| epoch   1 |  3500/15983 batches | lr 20.00 | ms/batch  2.24 | loss  5.67 | ppl   290.98
| epoch   1 |  4000/15983 batches | lr 20.00 | ms/batch  2.23 | loss  5.67 | ppl   290.34
| epoch   1 |  4500/15983 batches | lr 20.00 | ms/batch  2.22 | loss  5.66 | ppl   287.14
| epoch   1 |  5000/15983 batches | lr 20.00 | ms/batch  2.23 | loss  5.64 | ppl   282.37
| epoch   1 |  5500/15983 batches | lr 20.00 | ms/batch  2.23 | loss  5.61 | ppl   272.94
| epoch   1 |  6000/15983 batches | lr 20.00 | ms/batch  2.25 | loss  5.63 | ppl   278.57
| epoch   1 |  6500/15983 batches | lr 20.00 | ms/batch  2.25 | loss  5.63 | ppl   279.20
| epoch   1 |  7000/15983 batches | lr 20.00 | ms/batch  2.23 | loss  6.38 | ppl   588.97
| epoch   1 |  7500/15983 batches | lr 20.00 | ms/batch  2.24 | loss  6.44 | ppl   626.30
| epoch   1 |  8000/15983 batches | lr 20.00 | ms/batch  2.26 | loss  6.41 | ppl   605.05
| epoch   1 |  8500/15983 batches | lr 20.00 | ms/batch  2.24 | loss  6.31 | ppl   549.55
| epoch   1 |  9000/15983 batches | lr 20.00 | ms/batch  2.23 | loss  6.25 | ppl   516.70
| epoch   1 |  9500/15983 batches | lr 20.00 | ms/batch  2.22 | loss  6.22 | ppl   502.54
| epoch   1 | 10000/15983 batches | lr 20.00 | ms/batch  2.22 | loss  6.18 | ppl   480.89
| epoch   1 | 10500/15983 batches | lr 20.00 | ms/batch  2.22 | loss  6.15 | ppl   467.38
| epoch   1 | 11000/15983 batches | lr 20.00 | ms/batch  2.22 | loss  6.11 | ppl   448.58
| epoch   1 | 11500/15983 batches | lr 20.00 | ms/batch  2.22 | loss  6.10 | ppl   447.46
| epoch   1 | 12000/15983 batches | lr 20.00 | ms/batch  2.22 | loss  6.06 | ppl   430.51
| epoch   1 | 12500/15983 batches | lr 20.00 | ms/batch  2.22 | loss  6.02 | ppl   413.03
| epoch   1 | 13000/15983 batches | lr 20.00 | ms/batch  2.22 | loss  6.03 | ppl   416.91
| epoch   1 | 13500/15983 batches | lr 20.00 | ms/batch  2.22 | loss  6.06 | ppl   428.79
| epoch   1 | 14000/15983 batches | lr 20.00 | ms/batch  2.22 | loss  6.08 | ppl   436.43
| epoch   1 | 14500/15983 batches | lr 20.00 | ms/batch  2.24 | loss  5.97 | ppl   391.14
| epoch   1 | 15000/15983 batches | lr 20.00 | ms/batch  2.24 | loss  5.94 | ppl   380.64
| epoch   1 | 15500/15983 batches | lr 20.00 | ms/batch  2.23 | loss  6.00 | ppl   403.54
-----------------------------------------------------------------------------------------
| end of epoch   1 | time: 36.12s | valid loss  6.10 | valid ppl   446.84
-----------------------------------------------------------------------------------------
| epoch   2 |   500/15983 batches | lr 20.00 | ms/batch  2.22 | loss  6.05 | ppl   425.94
| epoch   2 |  1000/15983 batches | lr 20.00 | ms/batch  2.22 | loss  6.03 | ppl   415.29
| epoch   2 |  1500/15983 batches | lr 20.00 | ms/batch  2.22 | loss  6.08 | ppl   436.00
| epoch   2 |  2000/15983 batches | lr 20.00 | ms/batch  2.22 | loss  6.00 | ppl   401.80
| epoch   2 |  2500/15983 batches | lr 20.00 | ms/batch  2.21 | loss  5.94 | ppl   381.79
| epoch   2 |  3000/15983 batches | lr 20.00 | ms/batch  2.22 | loss  6.01 | ppl   406.03
| epoch   2 |  3500/15983 batches | lr 20.00 | ms/batch  2.23 | loss  6.01 | ppl   407.37
| epoch   2 |  4000/15983 batches | lr 20.00 | ms/batch  2.23 | loss  6.03 | ppl   417.39
| epoch   2 |  4500/15983 batches | lr 20.00 | ms/batch  2.23 | loss  6.05 | ppl   425.12
| epoch   2 |  5000/15983 batches | lr 20.00 | ms/batch  2.22 | loss  6.05 | ppl   423.21
| epoch   2 |  5500/15983 batches | lr 20.00 | ms/batch  2.22 | loss  6.04 | ppl   418.82
| epoch   2 |  6000/15983 batches | lr 20.00 | ms/batch  2.22 | loss  6.05 | ppl   424.19
| epoch   2 |  6500/15983 batches | lr 20.00 | ms/batch  2.22 | loss  6.01 | ppl   408.85
| epoch   2 |  7000/15983 batches | lr 20.00 | ms/batch  2.23 | loss  6.07 | ppl   430.67
| epoch   2 |  7500/15983 batches | lr 20.00 | ms/batch  2.22 | loss  6.02 | ppl   410.22
| epoch   2 |  8000/15983 batches | lr 20.00 | ms/batch  2.22 | loss  6.10 | ppl   447.23
| epoch   2 |  8500/15983 batches | lr 20.00 | ms/batch  2.22 | loss  6.04 | ppl   418.81
