Vocabulary Size:  27710
Total number of model parameters: 11.27M
| epoch   1 |   500/15983 batches | lr 20.00 | ms/batch  3.53 | loss 18.34 | ppl 92659143.31
| epoch   1 |  1000/15983 batches | lr 20.00 | ms/batch  2.98 | loss 18.96 | ppl 171964447.55
| epoch   1 |  1500/15983 batches | lr 20.00 | ms/batch  2.97 | loss 18.65 | ppl 125291548.67
| epoch   1 |  2000/15983 batches | lr 20.00 | ms/batch  2.98 | loss 19.39 | ppl 262817590.56
| epoch   1 |  2500/15983 batches | lr 20.00 | ms/batch  2.97 | loss 18.48 | ppl 106047455.92
| epoch   1 |  3000/15983 batches | lr 20.00 | ms/batch  2.98 | loss 18.97 | ppl 172973290.91
| epoch   1 |  3500/15983 batches | lr 20.00 | ms/batch  3.00 | loss 18.60 | ppl 120040471.47
| epoch   1 |  4000/15983 batches | lr 20.00 | ms/batch  3.00 | loss 18.71 | ppl 132937295.81
| epoch   1 |  4500/15983 batches | lr 20.00 | ms/batch  3.00 | loss 18.97 | ppl 173649737.77
| epoch   1 |  5000/15983 batches | lr 20.00 | ms/batch  3.02 | loss 18.85 | ppl 153494531.50
| epoch   1 |  5500/15983 batches | lr 20.00 | ms/batch  3.00 | loss 18.75 | ppl 139171600.22
| epoch   1 |  6000/15983 batches | lr 20.00 | ms/batch  3.00 | loss 18.49 | ppl 107157322.53
| epoch   1 |  6500/15983 batches | lr 20.00 | ms/batch  2.99 | loss 19.08 | ppl 193522100.23
| epoch   1 |  7000/15983 batches | lr 20.00 | ms/batch  2.99 | loss 19.22 | ppl 222044233.25
| epoch   1 |  7500/15983 batches | lr 20.00 | ms/batch  2.98 | loss 18.91 | ppl 162683325.08
| epoch   1 |  8000/15983 batches | lr 20.00 | ms/batch  2.98 | loss 19.10 | ppl 197468680.02
| epoch   1 |  8500/15983 batches | lr 20.00 | ms/batch  3.00 | loss 18.81 | ppl 147295822.67
| epoch   1 |  9000/15983 batches | lr 20.00 | ms/batch  2.99 | loss 18.83 | ppl 149855003.53
| epoch   1 |  9500/15983 batches | lr 20.00 | ms/batch  3.00 | loss 19.12 | ppl 201116464.94
| epoch   1 | 10000/15983 batches | lr 20.00 | ms/batch  3.01 | loss 18.79 | ppl 144680757.29
| epoch   1 | 10500/15983 batches | lr 20.00 | ms/batch  2.98 | loss 19.34 | ppl 251345807.76
| epoch   1 | 11000/15983 batches | lr 20.00 | ms/batch  2.99 | loss 18.61 | ppl 121002584.41
| epoch   1 | 11500/15983 batches | lr 20.00 | ms/batch  3.00 | loss 19.00 | ppl 179361733.15
| epoch   1 | 12000/15983 batches | lr 20.00 | ms/batch  3.01 | loss 18.48 | ppl 105910304.24
| epoch   1 | 12500/15983 batches | lr 20.00 | ms/batch  2.99 | loss 19.10 | ppl 196314501.16
| epoch   1 | 13000/15983 batches | lr 20.00 | ms/batch  3.01 | loss 18.87 | ppl 157373828.96
| epoch   1 | 13500/15983 batches | lr 20.00 | ms/batch  2.98 | loss 18.42 | ppl 99776339.99
| epoch   1 | 14000/15983 batches | lr 20.00 | ms/batch  2.98 | loss 18.85 | ppl 154270196.61
| epoch   1 | 14500/15983 batches | lr 20.00 | ms/batch  3.00 | loss 18.50 | ppl 108205670.30
| epoch   1 | 15000/15983 batches | lr 20.00 | ms/batch  3.00 | loss 18.77 | ppl 141439545.59
| epoch   1 | 15500/15983 batches | lr 20.00 | ms/batch  2.99 | loss 18.78 | ppl 143207963.79
-----------------------------------------------------------------------------------------
| end of epoch   1 | time: 48.35s | valid loss 15.41 | valid ppl 4920724.64
-----------------------------------------------------------------------------------------
| epoch   2 |   500/15983 batches | lr 20.00 | ms/batch  2.98 | loss 18.73 | ppl 135810053.14
| epoch   2 |  1000/15983 batches | lr 20.00 | ms/batch  2.98 | loss 19.50 | ppl 293680507.45
| epoch   2 |  1500/15983 batches | lr 20.00 | ms/batch  2.99 | loss 18.74 | ppl 137457483.23
| epoch   2 |  2000/15983 batches | lr 20.00 | ms/batch  3.01 | loss 19.29 | ppl 239550923.18
| epoch   2 |  2500/15983 batches | lr 20.00 | ms/batch  2.99 | loss 18.93 | ppl 167087603.83
| epoch   2 |  3000/15983 batches | lr 20.00 | ms/batch  2.97 | loss 18.58 | ppl 116792400.69
| epoch   2 |  3500/15983 batches | lr 20.00 | ms/batch  2.98 | loss 19.32 | ppl 244784742.44
| epoch   2 |  4000/15983 batches | lr 20.00 | ms/batch  2.99 | loss 18.84 | ppl 151953380.69
| epoch   2 |  4500/15983 batches | lr 20.00 | ms/batch  3.00 | loss 18.51 | ppl 109768474.92
| epoch   2 |  5000/15983 batches | lr 20.00 | ms/batch  2.98 | loss 19.24 | ppl 226939785.94
| epoch   2 |  5500/15983 batches | lr 20.00 | ms/batch  2.98 | loss 18.80 | ppl 145656686.60
| epoch   2 |  6000/15983 batches | lr 20.00 | ms/batch  2.98 | loss 19.27 | ppl 234098548.76
| epoch   2 |  6500/15983 batches | lr 20.00 | ms/batch  2.99 | loss 18.65 | ppl 125845744.97
| epoch   2 |  7000/15983 batches | lr 20.00 | ms/batch  3.00 | loss 19.17 | ppl 211938554.51
| epoch   2 |  7500/15983 batches | lr 20.00 | ms/batch  3.05 | loss 18.93 | ppl 166239964.07
| epoch   2 |  8000/15983 batches | lr 20.00 | ms/batch  2.97 | loss 19.12 | ppl 201857747.64
| epoch   2 |  8500/15983 batches | lr 20.00 | ms/batch  2.98 | loss 19.09 | ppl 195030684.66
| epoch   2 |  9000/15983 batches | lr 20.00 | ms/batch  2.98 | loss 19.32 | ppl 245401886.53
| epoch   2 |  9500/15983 batches | lr 20.00 | ms/batch  3.01 | loss 19.15 | ppl 206468200.00
| epoch   2 | 10000/15983 batches | lr 20.00 | ms/batch  3.01 | loss 18.61 | ppl 120709887.93
| epoch   2 | 10500/15983 batches | lr 20.00 | ms/batch  3.01 | loss 18.86 | ppl 155217798.76
| epoch   2 | 11000/15983 batches | lr 20.00 | ms/batch  2.99 | loss 19.43 | ppl 274711385.68
| epoch   2 | 11500/15983 batches | lr 20.00 | ms/batch  2.98 | loss 19.18 | ppl 212812429.37
| epoch   2 | 12000/15983 batches | lr 20.00 | ms/batch  3.02 | loss 18.77 | ppl 141293194.22
| epoch   2 | 12500/15983 batches | lr 20.00 | ms/batch  2.98 | loss 18.97 | ppl 173841005.19
| epoch   2 | 13000/15983 batches | lr 20.00 | ms/batch  2.98 | loss 19.15 | ppl 206950086.77
| epoch   2 | 13500/15983 batches | lr 20.00 | ms/batch  3.04 | loss 18.57 | ppl 115543459.90
| epoch   2 | 14000/15983 batches | lr 20.00 | ms/batch  2.99 | loss 19.07 | ppl 190698562.16
| epoch   2 | 14500/15983 batches | lr 20.00 | ms/batch  2.99 | loss 18.84 | ppl 151922571.90
| epoch   2 | 15000/15983 batches | lr 20.00 | ms/batch  2.99 | loss 18.52 | ppl 110072538.20
| epoch   2 | 15500/15983 batches | lr 20.00 | ms/batch  3.00 | loss 18.88 | ppl 158965110.13
-----------------------------------------------------------------------------------------
| end of epoch   2 | time: 48.11s | valid loss 15.51 | valid ppl 5417914.78
-----------------------------------------------------------------------------------------
| epoch   3 |   500/15983 batches | lr 5.00 | ms/batch  3.00 | loss  8.68 | ppl  5863.89
| epoch   3 |  1000/15983 batches | lr 5.00 | ms/batch  2.99 | loss  8.43 | ppl  4603.48
| epoch   3 |  1500/15983 batches | lr 5.00 | ms/batch  2.99 | loss  8.47 | ppl  4775.20
| epoch   3 |  2000/15983 batches | lr 5.00 | ms/batch  3.00 | loss  8.47 | ppl  4759.94
| epoch   3 |  2500/15983 batches | lr 5.00 | ms/batch  3.01 | loss  8.45 | ppl  4690.82
