Vocabulary Size:  27710
Total number of model parameters: 11.41M
| epoch   1 |   500/15983 batches | lr 20.00 | ms/batch  3.25 | loss 13.65 | ppl 846966.55
| epoch   1 |  1000/15983 batches | lr 20.00 | ms/batch  2.70 | loss 14.20 | ppl 1475720.10
| epoch   1 |  1500/15983 batches | lr 20.00 | ms/batch  2.72 | loss 14.37 | ppl 1745480.38
| epoch   1 |  2000/15983 batches | lr 20.00 | ms/batch  2.74 | loss 14.88 | ppl 2904078.96
| epoch   1 |  2500/15983 batches | lr 20.00 | ms/batch  2.74 | loss 14.08 | ppl 1303012.56
| epoch   1 |  3000/15983 batches | lr 20.00 | ms/batch  2.73 | loss 14.27 | ppl 1581190.60
| epoch   1 |  3500/15983 batches | lr 20.00 | ms/batch  2.72 | loss 14.13 | ppl 1372325.23
| epoch   1 |  4000/15983 batches | lr 20.00 | ms/batch  2.71 | loss 13.98 | ppl 1179820.18
| epoch   1 |  4500/15983 batches | lr 20.00 | ms/batch  2.71 | loss 14.14 | ppl 1379639.97
| epoch   1 |  5000/15983 batches | lr 20.00 | ms/batch  2.72 | loss 14.45 | ppl 1890684.91
| epoch   1 |  5500/15983 batches | lr 20.00 | ms/batch  2.71 | loss 14.31 | ppl 1632093.69
| epoch   1 |  6000/15983 batches | lr 20.00 | ms/batch  2.70 | loss 14.37 | ppl 1744975.02
| epoch   1 |  6500/15983 batches | lr 20.00 | ms/batch  2.71 | loss 14.21 | ppl 1483771.24
| epoch   1 |  7000/15983 batches | lr 20.00 | ms/batch  2.70 | loss 14.47 | ppl 1930333.17
| epoch   1 |  7500/15983 batches | lr 20.00 | ms/batch  2.69 | loss 14.23 | ppl 1511412.73
| epoch   1 |  8000/15983 batches | lr 20.00 | ms/batch  2.74 | loss 14.36 | ppl 1721032.89
| epoch   1 |  8500/15983 batches | lr 20.00 | ms/batch  2.71 | loss 14.29 | ppl 1601153.83
| epoch   1 |  9000/15983 batches | lr 20.00 | ms/batch  2.70 | loss 14.17 | ppl 1429537.23
| epoch   1 |  9500/15983 batches | lr 20.00 | ms/batch  2.71 | loss 14.15 | ppl 1391343.54
| epoch   1 | 10000/15983 batches | lr 20.00 | ms/batch  2.72 | loss 14.24 | ppl 1529447.55
| epoch   1 | 10500/15983 batches | lr 20.00 | ms/batch  2.71 | loss 14.17 | ppl 1422467.53
| epoch   1 | 11000/15983 batches | lr 20.00 | ms/batch  2.70 | loss 14.26 | ppl 1557872.10
| epoch   1 | 11500/15983 batches | lr 20.00 | ms/batch  2.71 | loss 14.06 | ppl 1273633.54
| epoch   1 | 12000/15983 batches | lr 20.00 | ms/batch  2.70 | loss 13.89 | ppl 1072124.20
| epoch   1 | 12500/15983 batches | lr 20.00 | ms/batch  2.72 | loss 13.89 | ppl 1075511.91
| epoch   1 | 13000/15983 batches | lr 20.00 | ms/batch  2.71 | loss 13.65 | ppl 846480.38
| epoch   1 | 13500/15983 batches | lr 20.00 | ms/batch  2.73 | loss 13.63 | ppl 830974.03
| epoch   1 | 14000/15983 batches | lr 20.00 | ms/batch  2.71 | loss 13.44 | ppl 686951.86
| epoch   1 | 14500/15983 batches | lr 20.00 | ms/batch  2.70 | loss 13.60 | ppl 808063.64
| epoch   1 | 15000/15983 batches | lr 20.00 | ms/batch  2.71 | loss 13.67 | ppl 865140.06
| epoch   1 | 15500/15983 batches | lr 20.00 | ms/batch  2.71 | loss 13.16 | ppl 516726.84
-----------------------------------------------------------------------------------------
| end of epoch   1 | time: 43.90s | valid loss 11.26 | valid ppl 77431.67
-----------------------------------------------------------------------------------------
| epoch   2 |   500/15983 batches | lr 20.00 | ms/batch  2.71 | loss 13.20 | ppl 542559.58
| epoch   2 |  1000/15983 batches | lr 20.00 | ms/batch  2.73 | loss 13.44 | ppl 684119.32
| epoch   2 |  1500/15983 batches | lr 20.00 | ms/batch  2.71 | loss 13.23 | ppl 556812.55
| epoch   2 |  2000/15983 batches | lr 20.00 | ms/batch  2.71 | loss 13.40 | ppl 659646.60
| epoch   2 |  2500/15983 batches | lr 20.00 | ms/batch  2.71 | loss 12.75 | ppl 342917.98
| epoch   2 |  3000/15983 batches | lr 20.00 | ms/batch  2.71 | loss 12.97 | ppl 429249.56
| epoch   2 |  3500/15983 batches | lr 20.00 | ms/batch  2.71 | loss 13.00 | ppl 440777.45
| epoch   2 |  4000/15983 batches | lr 20.00 | ms/batch  2.71 | loss 13.08 | ppl 479171.02
| epoch   2 |  4500/15983 batches | lr 20.00 | ms/batch  2.72 | loss 13.07 | ppl 475834.89
| epoch   2 |  5000/15983 batches | lr 20.00 | ms/batch  2.73 | loss 13.34 | ppl 619983.05
| epoch   2 |  5500/15983 batches | lr 20.00 | ms/batch  2.71 | loss 12.94 | ppl 417563.59
| epoch   2 |  6000/15983 batches | lr 20.00 | ms/batch  2.70 | loss 12.90 | ppl 401542.70
| epoch   2 |  6500/15983 batches | lr 20.00 | ms/batch  2.70 | loss 12.93 | ppl 414055.26
| epoch   2 |  7000/15983 batches | lr 20.00 | ms/batch  2.71 | loss 13.48 | ppl 714810.58
| epoch   2 |  7500/15983 batches | lr 20.00 | ms/batch  2.73 | loss 13.00 | ppl 444557.86
| epoch   2 |  8000/15983 batches | lr 20.00 | ms/batch  2.71 | loss 13.32 | ppl 607065.75
| epoch   2 |  8500/15983 batches | lr 20.00 | ms/batch  2.72 | loss 13.10 | ppl 489482.55
| epoch   2 |  9000/15983 batches | lr 20.00 | ms/batch  2.72 | loss 13.30 | ppl 600079.23
| epoch   2 |  9500/15983 batches | lr 20.00 | ms/batch  2.71 | loss 13.32 | ppl 607187.93
| epoch   2 | 10000/15983 batches | lr 20.00 | ms/batch  2.73 | loss 12.78 | ppl 354062.96
| epoch   2 | 10500/15983 batches | lr 20.00 | ms/batch  2.72 | loss 13.19 | ppl 536916.99
| epoch   2 | 11000/15983 batches | lr 20.00 | ms/batch  2.71 | loss 13.17 | ppl 524312.89
| epoch   2 | 11500/15983 batches | lr 20.00 | ms/batch  2.70 | loss 12.63 | ppl 306501.70
| epoch   2 | 12000/15983 batches | lr 20.00 | ms/batch  2.72 | loss 13.15 | ppl 513094.41
| epoch   2 | 12500/15983 batches | lr 20.00 | ms/batch  2.74 | loss 12.83 | ppl 373392.73
| epoch   2 | 13000/15983 batches | lr 20.00 | ms/batch  2.70 | loss 13.14 | ppl 508173.20
| epoch   2 | 13500/15983 batches | lr 20.00 | ms/batch  2.70 | loss 12.66 | ppl 314460.26
