Vocabulary Size:  27710
Total number of model parameters: 21.68M
| epoch   1 |   500/15983 batches | lr 20.00 | ms/batch  6.68 | loss 16.61 | ppl 16415972.63
| epoch   1 |  1000/15983 batches | lr 20.00 | ms/batch  6.16 | loss  7.98 | ppl  2918.45
| epoch   1 |  1500/15983 batches | lr 20.00 | ms/batch  6.15 | loss  6.64 | ppl   762.87
| epoch   1 |  2000/15983 batches | lr 20.00 | ms/batch  6.15 | loss  6.13 | ppl   459.52
| epoch   1 |  2500/15983 batches | lr 20.00 | ms/batch  6.17 | loss  5.88 | ppl   356.71
| epoch   1 |  3000/15983 batches | lr 20.00 | ms/batch  6.17 | loss  5.83 | ppl   340.68
| epoch   1 |  3500/15983 batches | lr 20.00 | ms/batch  6.19 | loss  5.77 | ppl   319.95
| epoch   1 |  4000/15983 batches | lr 20.00 | ms/batch  6.21 | loss  5.74 | ppl   309.75
| epoch   1 |  4500/15983 batches | lr 20.00 | ms/batch  6.16 | loss  5.70 | ppl   298.91
| epoch   1 |  5000/15983 batches | lr 20.00 | ms/batch  6.19 | loss  5.66 | ppl   288.10
| epoch   1 |  5500/15983 batches | lr 20.00 | ms/batch  6.18 | loss  5.61 | ppl   272.52
| epoch   1 |  6000/15983 batches | lr 20.00 | ms/batch  6.17 | loss  5.60 | ppl   271.09
| epoch   1 |  6500/15983 batches | lr 20.00 | ms/batch  6.18 | loss  5.55 | ppl   256.69
| epoch   1 |  7000/15983 batches | lr 20.00 | ms/batch  6.21 | loss  5.55 | ppl   258.09
| epoch   1 |  7500/15983 batches | lr 20.00 | ms/batch  6.15 | loss  5.50 | ppl   243.90
| epoch   1 |  8000/15983 batches | lr 20.00 | ms/batch  6.16 | loss  5.57 | ppl   263.03
| epoch   1 |  8500/15983 batches | lr 20.00 | ms/batch  6.15 | loss  5.48 | ppl   240.03
| epoch   1 |  9000/15983 batches | lr 20.00 | ms/batch  6.17 | loss  5.43 | ppl   228.54
| epoch   1 |  9500/15983 batches | lr 20.00 | ms/batch  6.15 | loss  5.43 | ppl   229.14
| epoch   1 | 10000/15983 batches | lr 20.00 | ms/batch  6.17 | loss  5.41 | ppl   224.65
| epoch   1 | 10500/15983 batches | lr 20.00 | ms/batch  6.13 | loss  5.44 | ppl   231.56
| epoch   1 | 11000/15983 batches | lr 20.00 | ms/batch  6.12 | loss  5.43 | ppl   228.72
| epoch   1 | 11500/15983 batches | lr 20.00 | ms/batch  6.14 | loss  5.40 | ppl   222.24
| epoch   1 | 12000/15983 batches | lr 20.00 | ms/batch  6.18 | loss  5.38 | ppl   217.92
| epoch   1 | 12500/15983 batches | lr 20.00 | ms/batch  6.18 | loss  5.34 | ppl   208.30
| epoch   1 | 13000/15983 batches | lr 20.00 | ms/batch  6.17 | loss  5.37 | ppl   214.29
| epoch   1 | 13500/15983 batches | lr 20.00 | ms/batch  6.20 | loss  5.39 | ppl   219.87
| epoch   1 | 14000/15983 batches | lr 20.00 | ms/batch  6.16 | loss  5.41 | ppl   223.35
| epoch   1 | 14500/15983 batches | lr 20.00 | ms/batch  6.18 | loss  5.34 | ppl   209.47
| epoch   1 | 15000/15983 batches | lr 20.00 | ms/batch  6.22 | loss  5.50 | ppl   244.51
| epoch   1 | 15500/15983 batches | lr 20.00 | ms/batch  6.15 | loss  8.44 | ppl  4625.56
-----------------------------------------------------------------------------------------
| end of epoch   1 | time: 99.54s | valid loss  8.58 | valid ppl  5316.67
-----------------------------------------------------------------------------------------
| epoch   2 |   500/15983 batches | lr 20.00 | ms/batch  6.16 | loss 10.29 | ppl 29353.69
| epoch   2 |  1000/15983 batches | lr 20.00 | ms/batch  6.20 | loss 10.34 | ppl 30999.66
| epoch   2 |  1500/15983 batches | lr 20.00 | ms/batch  6.20 | loss 10.23 | ppl 27748.65
| epoch   2 |  2000/15983 batches | lr 20.00 | ms/batch  6.12 | loss 10.24 | ppl 27927.42
| epoch   2 |  2500/15983 batches | lr 20.00 | ms/batch  6.16 | loss 10.05 | ppl 23063.14
| epoch   2 |  3000/15983 batches | lr 20.00 | ms/batch  6.15 | loss 10.07 | ppl 23508.40
| epoch   2 |  3500/15983 batches | lr 20.00 | ms/batch  6.13 | loss 10.15 | ppl 25617.07
| epoch   2 |  4000/15983 batches | lr 20.00 | ms/batch  6.14 | loss 10.07 | ppl 23505.79
