Vocabulary Size:  27710
Total number of model parameters: 14.93M
| epoch   1 |   500/15983 batches | lr 20.00 | ms/batch  5.22 | loss  7.04 | ppl  1136.16
| epoch   1 |  1000/15983 batches | lr 20.00 | ms/batch  4.76 | loss  6.27 | ppl   528.76
| epoch   1 |  1500/15983 batches | lr 20.00 | ms/batch  4.71 | loss  6.00 | ppl   403.74
| epoch   1 |  2000/15983 batches | lr 20.00 | ms/batch  4.71 | loss  5.77 | ppl   318.99
| epoch   1 |  2500/15983 batches | lr 20.00 | ms/batch  4.73 | loss  5.63 | ppl   278.49
| epoch   1 |  3000/15983 batches | lr 20.00 | ms/batch  4.74 | loss  5.61 | ppl   273.92
| epoch   1 |  3500/15983 batches | lr 20.00 | ms/batch  4.74 | loss  5.56 | ppl   260.62
| epoch   1 |  4000/15983 batches | lr 20.00 | ms/batch  4.77 | loss  5.53 | ppl   252.42
| epoch   1 |  4500/15983 batches | lr 20.00 | ms/batch  4.73 | loss  5.49 | ppl   242.22
| epoch   1 |  5000/15983 batches | lr 20.00 | ms/batch  4.72 | loss  5.45 | ppl   233.60
| epoch   1 |  5500/15983 batches | lr 20.00 | ms/batch  4.71 | loss  5.39 | ppl   220.06
| epoch   1 |  6000/15983 batches | lr 20.00 | ms/batch  4.72 | loss  5.39 | ppl   219.61
| epoch   1 |  6500/15983 batches | lr 20.00 | ms/batch  4.73 | loss  5.33 | ppl   206.60
| epoch   1 |  7000/15983 batches | lr 20.00 | ms/batch  4.76 | loss  5.34 | ppl   207.79
| epoch   1 |  7500/15983 batches | lr 20.00 | ms/batch  4.74 | loss  5.28 | ppl   197.15
| epoch   1 |  8000/15983 batches | lr 20.00 | ms/batch  4.75 | loss  5.35 | ppl   210.89
| epoch   1 |  8500/15983 batches | lr 20.00 | ms/batch  4.72 | loss  5.27 | ppl   193.55
| epoch   1 |  9000/15983 batches | lr 20.00 | ms/batch  4.72 | loss  5.21 | ppl   183.29
| epoch   1 |  9500/15983 batches | lr 20.00 | ms/batch  4.72 | loss  5.21 | ppl   183.35
