Vocabulary Size:  27710
Total number of model parameters: 5.81M
| epoch   1 |   500/15983 batches | lr 20.00 | ms/batch  8.98 | loss  9.14 | ppl  9336.61
| epoch   1 |  1000/15983 batches | lr 20.00 | ms/batch  5.95 | loss  8.43 | ppl  4601.43
| epoch   1 |  1500/15983 batches | lr 20.00 | ms/batch  6.11 | loss  8.32 | ppl  4095.82
| epoch   1 |  2000/15983 batches | lr 20.00 | ms/batch  5.88 | loss  8.24 | ppl  3792.44
| epoch   1 |  2500/15983 batches | lr 20.00 | ms/batch  5.90 | loss  7.81 | ppl  2474.67
| epoch   1 |  3000/15983 batches | lr 20.00 | ms/batch  5.84 | loss  7.54 | ppl  1873.43
| epoch   1 |  3500/15983 batches | lr 20.00 | ms/batch  5.91 | loss  7.56 | ppl  1928.88
| epoch   1 |  4000/15983 batches | lr 20.00 | ms/batch  5.98 | loss  7.49 | ppl  1797.88
| epoch   1 |  4500/15983 batches | lr 20.00 | ms/batch  5.82 | loss  7.46 | ppl  1732.95
| epoch   1 |  5000/15983 batches | lr 20.00 | ms/batch  5.89 | loss  7.45 | ppl  1728.01
| epoch   1 |  5500/15983 batches | lr 20.00 | ms/batch  5.93 | loss  7.42 | ppl  1667.22
| epoch   1 |  6000/15983 batches | lr 20.00 | ms/batch  6.06 | loss  7.40 | ppl  1636.47
| epoch   1 |  6500/15983 batches | lr 20.00 | ms/batch  6.01 | loss  7.42 | ppl  1672.12
| epoch   1 |  7000/15983 batches | lr 20.00 | ms/batch  6.03 | loss  7.44 | ppl  1697.34
| epoch   1 |  7500/15983 batches | lr 20.00 | ms/batch  5.90 | loss  7.42 | ppl  1666.80
| epoch   1 |  8000/15983 batches | lr 20.00 | ms/batch  5.83 | loss  7.46 | ppl  1744.15
| epoch   1 |  8500/15983 batches | lr 20.00 | ms/batch  5.77 | loss  7.34 | ppl  1539.55
| epoch   1 |  9000/15983 batches | lr 20.00 | ms/batch  5.83 | loss  7.35 | ppl  1558.85
| epoch   1 |  9500/15983 batches | lr 20.00 | ms/batch  5.85 | loss  7.38 | ppl  1597.96
| epoch   1 | 10000/15983 batches | lr 20.00 | ms/batch  5.99 | loss  7.29 | ppl  1460.67
| epoch   1 | 10500/15983 batches | lr 20.00 | ms/batch  5.92 | loss  7.32 | ppl  1505.14
| epoch   1 | 11000/15983 batches | lr 20.00 | ms/batch  6.16 | loss  7.33 | ppl  1519.68
| epoch   1 | 11500/15983 batches | lr 20.00 | ms/batch  6.26 | loss  7.36 | ppl  1565.42
| epoch   1 | 12000/15983 batches | lr 20.00 | ms/batch  6.50 | loss  7.28 | ppl  1455.32
| epoch   1 | 12500/15983 batches | lr 20.00 | ms/batch  6.36 | loss  7.32 | ppl  1508.63
| epoch   1 | 13000/15983 batches | lr 20.00 | ms/batch  6.15 | loss  7.32 | ppl  1508.64
| epoch   1 | 13500/15983 batches | lr 20.00 | ms/batch  5.82 | loss  7.38 | ppl  1607.14
| epoch   1 | 14000/15983 batches | lr 20.00 | ms/batch  6.00 | loss  7.31 | ppl  1496.95
| epoch   1 | 14500/15983 batches | lr 20.00 | ms/batch  5.82 | loss  7.30 | ppl  1475.82
| epoch   1 | 15000/15983 batches | lr 20.00 | ms/batch  6.04 | loss  7.32 | ppl  1515.15
| epoch   1 | 15500/15983 batches | lr 20.00 | ms/batch  6.00 | loss  7.34 | ppl  1533.35
-----------------------------------------------------------------------------------------
| end of epoch   1 | time: 97.89s | valid loss  6.78 | valid ppl   879.33
-----------------------------------------------------------------------------------------
| epoch   2 |   500/15983 batches | lr 20.00 | ms/batch  5.86 | loss  7.41 | ppl  1655.13
| epoch   2 |  1000/15983 batches | lr 20.00 | ms/batch  5.92 | loss  7.40 | ppl  1630.29
| epoch   2 |  1500/15983 batches | lr 20.00 | ms/batch  5.98 | loss  7.37 | ppl  1583.21
| epoch   2 |  2000/15983 batches | lr 20.00 | ms/batch  5.80 | loss  7.32 | ppl  1515.84
| epoch   2 |  2500/15983 batches | lr 20.00 | ms/batch  6.02 | loss  7.31 | ppl  1498.14
| epoch   2 |  3000/15983 batches | lr 20.00 | ms/batch  5.88 | loss  7.30 | ppl  1485.29
| epoch   2 |  3500/15983 batches | lr 20.00 | ms/batch  5.74 | loss  7.32 | ppl  1517.47
| epoch   2 |  4000/15983 batches | lr 20.00 | ms/batch  5.82 | loss  7.37 | ppl  1592.87
| epoch   2 |  4500/15983 batches | lr 20.00 | ms/batch  5.78 | loss  7.36 | ppl  1567.20
| epoch   2 |  5000/15983 batches | lr 20.00 | ms/batch  5.75 | loss  7.47 | ppl  1746.45
| epoch   2 |  5500/15983 batches | lr 20.00 | ms/batch  5.85 | loss  7.39 | ppl  1619.55
| epoch   2 |  6000/15983 batches | lr 20.00 | ms/batch  5.86 | loss  7.40 | ppl  1641.67
| epoch   2 |  6500/15983 batches | lr 20.00 | ms/batch  5.80 | loss  7.31 | ppl  1490.68
| epoch   2 |  7000/15983 batches | lr 20.00 | ms/batch  6.03 | loss  7.36 | ppl  1564.06
| epoch   2 |  7500/15983 batches | lr 20.00 | ms/batch  6.34 | loss  7.36 | ppl  1566.01
| epoch   2 |  8000/15983 batches | lr 20.00 | ms/batch  6.06 | loss  7.43 | ppl  1677.58
| epoch   2 |  8500/15983 batches | lr 20.00 | ms/batch  5.87 | loss  7.37 | ppl  1591.85
| epoch   2 |  9000/15983 batches | lr 20.00 | ms/batch  5.94 | loss  7.43 | ppl  1682.55
| epoch   2 |  9500/15983 batches | lr 20.00 | ms/batch  6.49 | loss  7.32 | ppl  1506.12
| epoch   2 | 10000/15983 batches | lr 20.00 | ms/batch  5.84 | loss  7.34 | ppl  1538.34
| epoch   2 | 10500/15983 batches | lr 20.00 | ms/batch  5.95 | loss  7.31 | ppl  1488.44
| epoch   2 | 11000/15983 batches | lr 20.00 | ms/batch  5.84 | loss  7.37 | ppl  1581.56
| epoch   2 | 11500/15983 batches | lr 20.00 | ms/batch  5.80 | loss  7.33 | ppl  1527.50
| epoch   2 | 12000/15983 batches | lr 20.00 | ms/batch  6.00 | loss  7.29 | ppl  1461.39
| epoch   2 | 12500/15983 batches | lr 20.00 | ms/batch  6.39 | loss  7.29 | ppl  1462.93
| epoch   2 | 13000/15983 batches | lr 20.00 | ms/batch  6.12 | loss  7.28 | ppl  1456.34
| epoch   2 | 13500/15983 batches | lr 20.00 | ms/batch  6.22 | loss  7.30 | ppl  1482.01
| epoch   2 | 14000/15983 batches | lr 20.00 | ms/batch  6.41 | loss  7.34 | ppl  1543.37
| epoch   2 | 14500/15983 batches | lr 20.00 | ms/batch  6.09 | loss  7.27 | ppl  1440.94
| epoch   2 | 15000/15983 batches | lr 20.00 | ms/batch  5.84 | loss  7.27 | ppl  1431.81
| epoch   2 | 15500/15983 batches | lr 20.00 | ms/batch  5.90 | loss  7.31 | ppl  1501.42
-----------------------------------------------------------------------------------------
| end of epoch   2 | time: 96.26s | valid loss  6.71 | valid ppl   822.01
-----------------------------------------------------------------------------------------
| epoch   3 |   500/15983 batches | lr 20.00 | ms/batch  5.80 | loss  7.36 | ppl  1573.85
| epoch   3 |  1000/15983 batches | lr 20.00 | ms/batch  5.94 | loss  7.42 | ppl  1663.86
| epoch   3 |  1500/15983 batches | lr 20.00 | ms/batch  5.80 | loss  7.37 | ppl  1588.83
| epoch   3 |  2000/15983 batches | lr 20.00 | ms/batch  5.87 | loss  7.34 | ppl  1548.36
| epoch   3 |  2500/15983 batches | lr 20.00 | ms/batch  5.88 | loss  7.25 | ppl  1402.98
