Vocabulary Size:  27710
Total number of model parameters: 9.23M
| epoch   1 |   500/15983 batches | lr 20.00 | ms/batch  5.17 | loss  7.09 | ppl  1204.50
| epoch   1 |  1000/15983 batches | lr 20.00 | ms/batch  4.65 | loss  6.40 | ppl   599.32
| epoch   1 |  1500/15983 batches | lr 20.00 | ms/batch  4.65 | loss  6.09 | ppl   440.48
| epoch   1 |  2000/15983 batches | lr 20.00 | ms/batch  4.66 | loss  5.83 | ppl   339.71
| epoch   1 |  2500/15983 batches | lr 20.00 | ms/batch  4.67 | loss  5.67 | ppl   291.09
| epoch   1 |  3000/15983 batches | lr 20.00 | ms/batch  4.69 | loss  5.65 | ppl   285.62
| epoch   1 |  3500/15983 batches | lr 20.00 | ms/batch  4.69 | loss  5.60 | ppl   270.01
| epoch   1 |  4000/15983 batches | lr 20.00 | ms/batch  4.66 | loss  5.56 | ppl   260.60
| epoch   1 |  4500/15983 batches | lr 20.00 | ms/batch  4.64 | loss  5.52 | ppl   249.35
| epoch   1 |  5000/15983 batches | lr 20.00 | ms/batch  4.65 | loss  5.48 | ppl   239.14
| epoch   1 |  5500/15983 batches | lr 20.00 | ms/batch  4.64 | loss  5.42 | ppl   226.47
| epoch   1 |  6000/15983 batches | lr 20.00 | ms/batch  4.66 | loss  5.41 | ppl   224.62
| epoch   1 |  6500/15983 batches | lr 20.00 | ms/batch  4.65 | loss  5.36 | ppl   212.05
| epoch   1 |  7000/15983 batches | lr 20.00 | ms/batch  4.65 | loss  5.36 | ppl   212.41
| epoch   1 |  7500/15983 batches | lr 20.00 | ms/batch  4.67 | loss  5.31 | ppl   201.54
| epoch   1 |  8000/15983 batches | lr 20.00 | ms/batch  4.64 | loss  5.37 | ppl   213.96
| epoch   1 |  8500/15983 batches | lr 20.00 | ms/batch  4.68 | loss  5.28 | ppl   197.07
| epoch   1 |  9000/15983 batches | lr 20.00 | ms/batch  4.68 | loss  5.23 | ppl   186.66
| epoch   1 |  9500/15983 batches | lr 20.00 | ms/batch  4.74 | loss  5.23 | ppl   186.13
| epoch   1 | 10000/15983 batches | lr 20.00 | ms/batch  4.80 | loss  5.21 | ppl   183.42
| epoch   1 | 10500/15983 batches | lr 20.00 | ms/batch  4.63 | loss  5.25 | ppl   189.62
| epoch   1 | 11000/15983 batches | lr 20.00 | ms/batch  4.74 | loss  5.24 | ppl   188.82
| epoch   1 | 11500/15983 batches | lr 20.00 | ms/batch  4.82 | loss  5.21 | ppl   182.30
| epoch   1 | 12000/15983 batches | lr 20.00 | ms/batch  4.69 | loss  5.19 | ppl   179.17
| epoch   1 | 12500/15983 batches | lr 20.00 | ms/batch  4.64 | loss  5.14 | ppl   171.05
| epoch   1 | 13000/15983 batches | lr 20.00 | ms/batch  4.67 | loss  5.16 | ppl   174.97
| epoch   1 | 13500/15983 batches | lr 20.00 | ms/batch  4.66 | loss  5.19 | ppl   179.41
| epoch   1 | 14000/15983 batches | lr 20.00 | ms/batch  4.67 | loss  5.20 | ppl   181.12
| epoch   1 | 14500/15983 batches | lr 20.00 | ms/batch  4.77 | loss  5.11 | ppl   166.25
| epoch   1 | 15000/15983 batches | lr 20.00 | ms/batch  4.66 | loss  5.10 | ppl   164.76
| epoch   1 | 15500/15983 batches | lr 20.00 | ms/batch  4.66 | loss  5.12 | ppl   166.69
-----------------------------------------------------------------------------------------
| end of epoch   1 | time: 75.55s | valid loss  5.26 | valid ppl   192.27
-----------------------------------------------------------------------------------------
| epoch   2 |   500/15983 batches | lr 20.00 | ms/batch  4.65 | loss  5.16 | ppl   173.99
| epoch   2 |  1000/15983 batches | lr 20.00 | ms/batch  4.65 | loss  5.15 | ppl   173.22
